,date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
319,2020-04-14,Negeri Sembilan,18,0,18,10,23,9,0,0,5,0,0,0,11,0
320,2020-04-14,Pahang,47,0,47,33,66,4,4,0,18,3,0,0,53,0
321,2020-04-14,Perak,70,0,70,46,107,14,2,0,40,1,0,0,75,0
322,2020-04-14,Perlis,13,0,13,4,17,8,0,0,7,0,0,0,12,0
323,2020-04-14,Pulau Pinang,26,0,26,6,42,7,0,0,10,0,0,0,30,0
324,2020-04-14,Sabah,66,10,76,50,102,16,1,1,21,0,1,0,61,0
325,2020-04-14,Sarawak,51,12,63,14,96,20,8,0,29,4,0,0,74,0
326,2020-04-14,Selangor,42,62,104,42,130,7,21,0,0,10,0,0,21,0
327,2020-04-14,Terengganu,23,0,23,12,43,3,0,0,16,0,0,0,34,0
328,2020-04-14,W.P. Kuala Lumpur,33,0,33,30,52,16,8,0,21,3,0,0,44,0
329,2020-04-14,W.P. Labuan,5,2,7,0,7,2,0,0,5,0,0,0,6,0
330,2020-04-15,Johor,37,30,67,0,76,12,7,1,11,0,0,0,15,0
331,2020-04-15,Kedah,35,0,35,16,46,0,1,0,14,1,0,0,15,0
332,2020-04-15,Kelantan,44,0,44,25,51,4,3,0,30,0,0,0,26,0
333,2020-04-15,Melaka,52,0,52,12,41,4,1,0,26,1,0,0,23,0
334,2020-04-15,Negeri Sembilan,18,0,18,10,23,9,0,0,7,0,0,0,7,0
335,2020-04-15,Pahang,47,0,47,33,66,4,3,0,22,3,0,0,24,0
336,2020-04-15,Perak,70,0,70,46,107,14,2,0,41,1,0,0,60,0
337,2020-04-15,Perlis,13,0,13,4,17,8,0,0,6,0,0,0,6,0
338,2020-04-15,Pulau Pinang,26,0,26,6,42,7,0,1,9,0,1,0,8,0
339,2020-04-15,Sabah,66,10,76,50,102,16,1,1,18,0,1,0,15,0
340,2020-04-15,Sarawak,51,12,63,14,96,20,7,0,30,4,0,0,33,0
341,2020-04-15,Selangor,42,62,104,42,130,7,20,0,0,9,0,0,20,0
342,2020-04-15,Terengganu,23,0,23,12,43,3,0,0,12,0,0,0,12,0
343,2020-04-15,W.P. Kuala Lumpur,33,0,33,30,52,16,7,0,19,3,0,0,41,0
344,2020-04-15,W.P. Labuan,5,2,7,0,7,2,0,0,5,0,0,0,5,0
345,2020-04-16,Johor,37,30,67,0,76,12,8,0,11,2,0,0,22,0
346,2020-04-16,Kedah,35,0,35,16,46,0,1,1,13,0,1,0,23,0
347,2020-04-16,Kelantan,44,0,44,25,51,4,1,0,34,0,0,0,33,0
348,2020-04-16,Melaka,52,0,52,12,41,4,1,0,24,1,0,0,20,0
349,2020-04-16,Negeri Sembilan,18,0,18,10,23,9,0,1,6,0,1,0,31,0
350,2020-04-16,Pahang,47,0,47,33,66,4,3,0,20,3,0,0,27,0
351,2020-04-16,Perak,70,0,70,46,107,14,2,0,46,1,0,0,66,0
352,2020-04-16,Perlis,13,0,13,4,17,8,0,0,5,0,0,0,8,0
353,2020-04-16,Pulau Pinang,26,0,26,6,42,7,0,0,18,0,0,0,14,0
354,2020-04-16,Sabah,66,10,76,50,102,16,1,1,24,0,1,0,28,0
355,2020-04-16,Sarawak,51,12,63,14,96,20,7,0,29,5,0,0,50,0
356,2020-04-16,Selangor,42,62,104,42,130,7,18,1,0,9,1,0,9,0
357,2020-04-16,Terengganu,23,0,23,12,43,3,0,0,11,0,0,0,14,0
358,2020-04-16,W.P. Kuala Lumpur,33,0,33,30,52,16,6,0,26,4,0,0,30,0
359,2020-04-16,W.P. Labuan,5,2,7,0,7,2,0,0,5,0,0,0,4,0
360,2020-04-17,Johor,37,0,37,30,87,0,8,0,10,2,0,0,21,0
361,2020-04-17,Kedah,35,0,35,16,57,0,1,0,13,0,0,0,22,0
362,2020-04-17,Kelantan,44,0,44,25,76,0,1,0,33,0,0,0,33,0
363,2020-04-17,Melaka,52,0,52,12,52,0,1,0,27,1,0,0,23,0
364,2020-04-17,Negeri Sembilan,18,0,18,10,51,0,0,0,5,0,0,0,18,0
365,2020-04-17,Pahang,47,0,47,33,69,0,3,0,20,3,0,0,24,0
366,2020-04-17,Perak,70,0,70,46,124,0,2,0,49,1,0,0,73,0
367,2020-04-17,Perlis,13,0,13,4,23,0,0,0,7,0,0,0,9,0
368,2020-04-17,Pulau Pinang,26,0,26,4,42,0,0,0,17,0,0,0,13,0
369,2020-04-17,Sabah,66,0,66,60,119,0,1,1,25,0,1,0,26,0
370,2020-04-17,Sarawak,51,0,51,26,101,0,8,2,28,6,2,0,47,0
371,2020-04-17,Selangor,42,62,104,42,121,0,17,0,0,7,0,0,7,0
372,2020-04-17,Terengganu,23,0,23,12,38,0,0,0,13,0,0,0,11,0
373,2020-04-17,W.P. Kuala Lumpur,33,0,33,30,64,0,6,0,16,4,0,0,22,0
374,2020-04-17,W.P. Labuan,5,0,5,2,10,0,0,0,5,0,0,0,3,0
375,2020-04-18,Johor,37,0,37,30,87,0,7,0,10,3,0,0,18,0
376,2020-04-18,Kedah,35,0,35,16,57,0,1,1,13,0,1,0,28,0
377,2020-04-18,Kelantan,44,0,44,25,76,0,1,0,35,0,0,0,29,0
378,2020-04-18,Melaka,52,0,52,12,52,0,1,0,25,1,0,0,22,0
379,2020-04-18,Negeri Sembilan,18,0,18,10,51,0,0,0,6,0,0,0,19,0
380,2020-04-18,Pahang,47,0,47,33,69,0,3,0,21,3,0,0,20,0
381,2020-04-18,Perak,70,0,70,46,124,0,2,0,50,1,0,0,76,0
382,2020-04-18,Perlis,13,0,13,4,23,0,0,0,7,0,0,0,8,0
383,2020-04-18,Pulau Pinang,26,0,26,4,42,0,0,0,14,0,0,0,10,0
384,2020-04-18,Sabah,66,0,66,60,119,0,2,0,21,0,0,0,24,0
385,2020-04-18,Sarawak,51,0,51,26,101,0,7,1,32,5,1,0,46,0
386,2020-04-18,Selangor,42,62,104,42,121,0,18,0,1,8,0,0,8,0
387,2020-04-18,Terengganu,23,0,23,12,38,0,0,0,18,0,0,0,20,0
388,2020-04-18,W.P. Kuala Lumpur,33,0,33,30,64,0,7,0,14,4,0,0,21,0
389,2020-04-18,W.P. Labuan,5,0,5,2,10,0,0,0,4,0,0,0,3,0
390,2020-04-19,Johor,37,30,67,30,87,0,6,0,9,3,0,0,20,0
391,2020-04-19,Kedah,35,0,35,16,57,0,1,1,17,0,1,0,23,0
392,2020-04-19,Kelantan,44,0,44,25,76,0,1,0,36,0,0,0,29,0
393,2020-04-19,Melaka,52,0,52,12,52,0,1,0,31,1,0,0,20,0
394,2020-04-19,Negeri Sembilan,18,0,18,10,51,0,0,0,6,0,0,0,20,0
395,2020-04-19,Pahang,47,0,47,33,69,0,3,0,19,3,0,0,21,0
396,2020-04-19,Perak,70,0,70,46,124,0,1,0,51,1,0,0,80,0
397,2020-04-19,Perlis,13,0,13,4,17,6,0,0,7,0,0,0,12,0
398,2020-04-19,Pulau Pinang,26,0,26,4,42,0,0,0,18,0,0,0,13,0
399,2020-04-19,Sabah,66,10,76,60,119,0,2,1,23,0,1,0,31,0
400,2020-04-19,Sarawak,51,12,63,26,101,0,7,2,31,5,2,0,45,0
401,2020-04-19,Selangor,42,62,104,104,121,0,18,0,1,10,0,0,10,0
402,2020-04-19,Terengganu,23,0,23,12,38,0,0,0,20,0,0,0,22,0
403,2020-04-19,W.P. Kuala Lumpur,33,0,33,30,64,0,7,0,15,4,0,0,23,0
404,2020-04-19,W.P. Labuan,5,2,7,2,10,0,0,0,3,0,0,0,3,0
405,2020-04-20,Johor,37,30,67,30,64,23,6,0,13,3,0,0,23,0
406,2020-04-20,Kedah,35,0,35,16,46,11,0,1,18,0,1,0,26,0
407,2020-04-20,Kelantan,44,0,44,25,60,16,1,0,38,0,0,0,38,0
408,2020-04-20,Melaka,52,0,52,12,46,6,1,0,32,1,0,0,21,0
409,2020-04-20,Negeri Sembilan,18,0,18,10,43,8,1,0,4,0,0,0,10,0
410,2020-04-20,Pahang,47,0,47,33,51,18,3,0,21,3,0,0,26,0
411,2020-04-20,Perak,70,0,70,46,104,26,2,0,49,1,0,0,79,0
412,2020-04-20,Perlis,13,0,13,4,17,6,0,0,7,0,0,0,6,6
413,2020-04-20,Pulau Pinang,26,0,26,4,35,7,0,0,18,0,0,0,13,0
414,2020-04-20,Sabah,66,10,76,60,79,40,2,1,24,0,1,0,33,0
415,2020-04-20,Sarawak,51,12,63,26,62,39,7,2,33,5,2,0,49,0
416,2020-04-20,Selangor,42,62,104,104,107,14,16,0,0,10,0,0,10,0
417,2020-04-20,Terengganu,23,0,23,12,35,3,0,0,17,0,0,0,20,0
418,2020-04-20,W.P. Kuala Lumpur,33,0,33,30,47,17,8,0,18,5,0,0,19,0
419,2020-04-20,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,3,0
420,2020-04-21,Johor,37,30,67,30,64,23,7,0,13,3,0,0,26,0
421,2020-04-21,Kedah,35,0,35,16,46,11,0,1,18,0,1,0,28,0
422,2020-04-21,Kelantan,44,10,54,27,60,16,0,0,35,0,0,0,35,0
423,2020-04-21,Melaka,52,0,52,12,46,6,1,0,30,1,0,0,22,0
424,2020-04-21,Negeri Sembilan,18,0,18,10,43,8,1,0,5,0,0,0,10,0
425,2020-04-21,Pahang,47,6,53,39,51,18,3,1,19,3,1,0,32,0
426,2020-04-21,Perak,70,0,70,46,104,26,2,0,49,1,0,0,82,0
427,2020-04-21,Perlis,13,0,13,4,17,6,0,0,7,0,0,0,8,0
428,2020-04-21,Pulau Pinang,26,0,26,4,35,7,0,0,21,0,0,0,18,0
429,2020-04-21,Sabah,66,10,76,60,79,40,2,0,27,0,0,0,35,0
430,2020-04-21,Sarawak,51,12,63,26,62,39,6,3,33,5,3,0,49,0
431,2020-04-21,Selangor,42,62,104,104,107,14,15,0,0,9,0,0,9,0
432,2020-04-21,Terengganu,23,0,23,12,35,3,0,0,20,0,0,0,21,0
433,2020-04-21,W.P. Kuala Lumpur,33,0,33,30,47,17,8,1,11,5,1,0,20,0
434,2020-04-21,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,2,0
435,2020-04-22,Johor,37,30,67,30,64,23,6,0,11,2,0,0,21,0
436,2020-04-22,Kedah,35,0,35,16,46,11,0,1,21,0,1,0,32,0
437,2020-04-22,Kelantan,44,10,54,27,60,16,0,0,41,0,0,0,37,0
438,2020-04-22,Melaka,52,0,52,12,46,6,1,0,38,1,0,0,33,0
439,2020-04-22,Negeri Sembilan,18,0,18,10,43,8,0,0,6,0,0,0,15,0
440,2020-04-22,Pahang,47,6,53,39,51,18,3,3,23,2,3,0,30,0
441,2020-04-22,Perak,70,0,70,46,104,26,2,0,49,1,0,0,71,0
442,2020-04-22,Perlis,13,0,13,4,17,6,0,0,6,0,0,0,8,0
443,2020-04-22,Pulau Pinang,26,8,34,4,35,7,0,0,16,0,0,0,26,0
444,2020-04-22,Sabah,66,10,76,60,79,40,2,1,25,0,0,0,33,0
445,2020-04-22,Sarawak,51,12,63,26,62,39,5,1,30,5,1,0,41,0
446,2020-04-22,Selangor,42,62,104,104,107,14,15,0,0,8,0,0,8,0
447,2020-04-22,Terengganu,23,0,23,12,35,3,0,0,20,0,0,0,24,0
448,2020-04-22,W.P. Kuala Lumpur,33,0,33,30,47,17,8,1,15,6,1,0,24,0
449,2020-04-22,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,3,0
450,2020-04-23,Johor,37,30,67,30,64,23,5,0,9,2,0,0,19,0
451,2020-04-23,Kedah,35,0,35,16,46,11,0,0,21,0,0,0,31,0
452,2020-04-23,Kelantan,44,10,54,27,60,16,0,0,36,0,0,0,36,0
453,2020-04-23,Melaka,52,0,52,12,46,6,1,0,30,1,0,0,23,0
454,2020-04-23,Negeri Sembilan,18,0,18,10,43,8,1,0,6,0,0,0,17,0
455,2020-04-23,Pahang,47,6,53,39,51,18,2,4,22,0,0,0,27,0
456,2020-04-23,Perak,70,0,70,46,104,26,1,0,49,0,0,0,74,0
457,2020-04-23,Perlis,13,0,13,4,17,6,0,0,6,0,0,0,8,0
458,2020-04-23,Pulau Pinang,26,8,34,4,35,7,0,0,14,0,0,0,19,0
459,2020-04-23,Sabah,66,10,76,60,79,40,2,0,30,0,0,0,35,0
460,2020-04-23,Sarawak,51,12,63,26,62,39,6,2,28,5,2,0,46,0
461,2020-04-23,Selangor,42,62,104,104,107,14,15,0,1,6,0,0,6,0
462,2020-04-23,Terengganu,23,0,23,12,35,3,0,0,20,0,0,0,26,0
463,2020-04-23,W.P. Kuala Lumpur,33,0,33,30,47,17,8,1,15,6,1,0,24,0
464,2020-04-23,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,3,0
465,2020-04-24,Johor,37,30,67,30,64,23,5,0,10,2,0,0,19,0
466,2020-04-24,Kedah,35,0,35,16,46,11,0,0,21,0,0,0,26,0
467,2020-04-24,Kelantan,44,10,54,27,60,16,0,0,32,0,0,0,27,0
468,2020-04-24,Melaka,52,0,52,12,46,6,1,0,30,1,0,0,23,0
469,2020-04-24,Negeri Sembilan,18,0,18,10,43,8,1,0,7,0,0,0,15,0
470,2020-04-24,Pahang,47,6,53,39,51,18,2,4,23,2,0,0,27,0
471,2020-04-24,Perak,70,0,70,46,104,26,1,0,55,0,0,0,81,0
472,2020-04-24,Perlis,13,0,13,4,17,6,0,0,5,0,0,0,5,0
473,2020-04-24,Pulau Pinang,26,8,34,4,35,7,0,0,13,0,0,0,17,0
474,2020-04-24,Sabah,66,10,76,60,79,40,2,1,28,0,0,0,37,0
475,2020-04-24,Sarawak,51,12,63,26,62,39,6,2,27,4,2,0,52,0
476,2020-04-24,Selangor,42,62,104,104,107,14,14,0,1,5,0,0,5,0
477,2020-04-24,Terengganu,23,0,23,12,35,3,0,0,19,0,0,0,20,0
478,2020-04-24,W.P. Kuala Lumpur,33,0,33,30,47,17,8,0,13,6,0,0,21,0
479,2020-04-24,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,1,0
480,2020-04-25,Johor,37,30,67,30,64,23,5,0,13,2,0,0,23,0
481,2020-04-25,Kedah,35,0,35,16,46,11,0,0,21,0,0,0,34,0
482,2020-04-25,Kelantan,44,10,54,27,60,16,0,0,31,0,0,0,28,0
483,2020-04-25,Melaka,52,0,52,12,46,6,2,0,32,1,0,0,19,0
484,2020-04-25,Negeri Sembilan,18,0,18,10,43,8,1,0,9,0,0,0,22,0
485,2020-04-25,Pahang,47,6,53,39,51,18,2,3,24,2,3,0,27,0
486,2020-04-25,Perak,70,0,70,46,104,26,0,0,60,0,0,0,79,0
487,2020-04-25,Perlis,13,0,13,4,17,6,0,0,5,0,0,0,6,0
488,2020-04-25,Pulau Pinang,26,8,34,4,35,7,0,0,13,0,0,0,17,0
489,2020-04-25,Sabah,66,10,76,60,81,40,2,1,29,0,0,0,43,0
490,2020-04-25,Sarawak,51,12,63,26,62,39,7,2,31,4,2,0,62,0
491,2020-04-25,Selangor,42,62,104,104,107,14,12,0,1,5,0,0,5,0
492,2020-04-25,Terengganu,23,0,23,12,35,3,0,0,19,0,0,0,26,0
493,2020-04-25,W.P. Kuala Lumpur,33,0,33,30,47,17,7,0,14,5,0,0,21,0
494,2020-04-25,W.P. Labuan,5,2,7,2,7,3,0,0,2,0,0,0,1,0
495,2020-04-26,Johor,37,30,67,30,64,23,5,0,10,2,0,0,21,0
496,2020-04-26,Kedah,35,0,35,16,46,11,0,0,21,0,0,0,32,0
497,2020-04-26,Kelantan,44,10,54,27,60,16,0,0,40,0,0,0,29,0
498,2020-04-26,Melaka,52,0,52,12,46,6,2,0,28,1,0,0,19,0
499,2020-04-26,Negeri Sembilan,18,0,18,10,43,8,1,0,6,0,0,0,27,0
500,2020-04-26,Pahang,47,6,53,39,51,18,2,4,22,2,4,0,31,0
501,2020-04-26,Perak,70,0,70,46,104,26,0,0,51,0,0,0,78,0
502,2020-04-26,Perlis,13,0,13,4,17,6,0,0,5,0,0,0,7,0
503,2020-04-26,Pulau Pinang,26,8,34,4,35,7,0,0,14,0,0,0,17,0
504,2020-04-26,Sabah,66,10,76,60,81,40,2,0,27,0,0,0,39,0
505,2020-04-26,Sarawak,51,12,63,26,62,39,7,1,34,4,1,0,64,0
506,2020-04-26,Selangor,42,62,104,104,107,14,12,0,1,3,0,0,3,0
507,2020-04-26,Terengganu,23,0,23,12,35,3,0,0,15,0,0,0,20,0
508,2020-04-26,W.P. Kuala Lumpur,33,0,33,30,47,17,7,0,15,4,0,0,22,0
509,2020-04-26,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,2,0
510,2020-04-27,Johor,37,30,67,30,64,23,5,0,13,2,0,0,21,0
511,2020-04-27,Kedah,35,0,35,16,46,11,0,0,23,0,0,0,28,0
512,2020-04-27,Kelantan,44,10,54,27,60,16,0,0,37,0,0,0,32,0
513,2020-04-27,Melaka,52,0,52,12,46,6,1,0,28,1,0,0,17,0
514,2020-04-27,Negeri Sembilan,18,0,18,10,43,8,1,0,4,0,0,0,24,0
515,2020-04-27,Pahang,47,6,53,39,51,18,3,4,20,2,4,0,27,0
516,2020-04-27,Perak,70,0,70,46,104,26,0,0,54,0,0,0,77,0
517,2020-04-27,Perlis,13,0,13,4,17,6,0,0,7,0,0,0,9,0
518,2020-04-27,Pulau Pinang,26,8,34,4,35,7,0,0,12,0,0,0,14,0
519,2020-04-27,Sabah,66,10,76,60,81,40,2,0,29,0,0,0,41,0
520,2020-04-27,Sarawak,51,12,63,26,73,39,7,1,34,4,1,0,56,0
521,2020-04-27,Selangor,42,62,104,104,107,14,13,0,1,4,0,0,5,0
522,2020-04-27,Terengganu,23,0,23,12,35,3,0,0,15,0,0,0,19,0
523,2020-04-27,W.P. Kuala Lumpur,33,0,33,30,47,17,7,0,12,5,0,0,19,0
524,2020-04-27,W.P. Labuan,5,2,7,2,7,3,0,0,4,0,0,0,3,0
525,2020-04-28,Johor,37,30,67,30,64,23,5,0,15,2,0,0,25,0
526,2020-04-28,Kedah,35,0,35,16,46,11,0,0,21,0,0,0,29,0
527,2020-04-28,Kelantan,44,10,54,27,60,16,0,0,37,0,0,0,31,0
528,2020-04-28,Melaka,52,0,52,12,46,6,1,0,27,1,0,0,21,0
529,2020-04-28,Negeri Sembilan,18,0,18,10,43,8,1,0,8,0,0,0,17,0
530,2020-04-28,Pahang,47,6,53,39,51,18,3,4,24,2,4,0,34,0
531,2020-04-28,Perak,70,0,70,46,107,26,0,0,50,0,0,0,78,0
532,2020-04-28,Perlis,13,0,13,4,17,6,0,0,8,0,0,0,9,0
533,2020-04-28,Pulau Pinang,26,8,34,4,35,7,0,0,13,0,0,0,16,0
534,2020-04-28,Sabah,66,10,76,60,81,40,1,1,32,0,0,0,42,0
535,2020-04-28,Sarawak,51,12,63,26,73,39,6,0,35,4,0,0,52,0
536,2020-04-28,Selangor,42,62,104,104,107,14,13,0,1,7,0,0,8,0
537,2020-04-28,Terengganu,23,0,23,12,35,3,0,0,16,0,0,0,18,0
538,2020-04-28,W.P. Kuala Lumpur,33,0,33,30,47,17,6,0,16,5,0,0,22,0
539,2020-04-28,W.P. Labuan,5,2,7,2,7,3,0,0,5,0,0,0,4,0
540,2020-04-29,Johor,37,30,67,30,64,23,5,0,17,2,0,0,26,0
541,2020-04-29,Kedah,35,0,35,16,46,11,0,0,22,0,0,0,30,0
542,2020-04-29,Kelantan,44,10,54,27,60,16,0,0,34,0,0,0,31,0
543,2020-04-29,Melaka,52,0,52,12,46,6,1,0,33,1,0,0,28,0
544,2020-04-29,Negeri Sembilan,18,0,18,10,43,8,1,0,7,0,0,0,16,0
545,2020-04-29,Pahang,47,6,53,39,51,18,3,5,27,2,5,0,33,0
546,2020-04-29,Perak,70,0,70,46,107,26,0,0,54,0,0,0,77,0
547,2020-04-29,Perlis,13,0,13,4,17,6,0,0,9,0,0,0,11,0
548,2020-04-29,Pulau Pinang,26,8,34,4,35,7,0,0,12,0,0,0,9,0
549,2020-04-29,Sabah,66,10,76,60,81,40,1,0,29,0,0,0,37,0
550,2020-04-29,Sarawak,51,12,63,26,73,39,6,0,35,4,0,0,51,0
551,2020-04-29,Selangor,42,62,104,104,107,14,13,0,2,5,0,0,7,0
552,2020-04-29,Terengganu,23,0,23,12,35,3,0,0,13,0,0,0,12,0
553,2020-04-29,W.P. Kuala Lumpur,33,0,33,30,47,17,6,0,16,5,0,0,22,0
554,2020-04-29,W.P. Labuan,5,2,7,2,7,3,0,0,5,0,0,0,3,0
555,2020-04-30,Johor,37,30,67,30,64,23,2,0,16,2,0,0,25,0
556,2020-04-30,Kedah,35,0,35,16,46,11,0,0,22,0,0,0,31,0
557,2020-04-30,Kelantan,44,10,54,27,60,16,0,0,35,0,0,0,31,0
558,2020-04-30,Melaka,52,0,52,12,46,6,1,0,35,1,0,0,26,0
559,2020-04-30,Negeri Sembilan,18,0,18,10,43,8,1,0,7,0,0,0,11,0
560,2020-04-30,Pahang,47,6,53,39,51,18,2,2,27,1,2,0,30,0
561,2020-04-30,Perak,70,0,70,46,107,26,0,0,54,0,0,0,68,0
562,2020-04-30,Perlis,13,0,13,4,17,6,0,0,8,0,0,0,10,0
563,2020-04-30,Pulau Pinang,26,8,34,4,35,7,0,0,15,0,0,0,19,0
564,2020-04-30,Sabah,66,10,76,60,84,40,1,1,28,0,1,0,46,0
565,2020-04-30,Sarawak,51,12,63,26,73,39,5,0,37,4,0,0,56,0
566,2020-04-30,Selangor,42,62,104,104,107,14,11,0,2,3,0,0,5,0
567,2020-04-30,Terengganu,23,0,23,12,35,3,0,0,10,0,0,0,12,0
568,2020-04-30,W.P. Kuala Lumpur,33,0,33,30,47,17,6,1,16,5,1,0,23,0
569,2020-04-30,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,2,0
570,2020-05-01,Johor,37,30,67,30,64,23,2,0,17,1,0,0,26,0
571,2020-05-01,Kedah,35,0,35,16,46,11,0,0,23,0,0,0,31,0
572,2020-05-01,Kelantan,44,10,54,27,60,16,0,0,34,0,0,0,28,0
573,2020-05-01,Melaka,52,0,52,12,46,6,1,0,36,1,0,0,26,0
574,2020-05-01,Negeri Sembilan,18,0,18,10,43,8,1,0,4,0,0,0,9,0
575,2020-05-01,Pahang,47,6,53,39,51,18,2,3,26,1,3,0,30,0
576,2020-05-01,Perak,70,0,70,46,107,26,0,0,49,0,0,0,61,0
577,2020-05-01,Perlis,13,0,13,4,17,6,0,0,8,0,0,0,10,0
578,2020-05-01,Pulau Pinang,26,8,34,4,35,7,0,0,15,0,0,0,15,0
579,2020-05-01,Sabah,66,10,76,60,84,40,1,1,29,0,1,0,45,0
580,2020-05-01,Sarawak,51,12,63,26,73,39,4,0,35,2,0,0,54,0
581,2020-05-01,Selangor,42,62,104,104,107,14,12,0,1,5,0,0,5,0
582,2020-05-01,Terengganu,23,0,23,12,35,3,0,0,11,0,0,0,13,0
583,2020-05-01,W.P. Kuala Lumpur,33,0,33,30,47,17,3,1,15,3,1,0,19,0
584,2020-05-01,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,3,0
585,2020-05-02,Johor,37,30,67,30,64,23,2,1,17,1,1,0,24,0
586,2020-05-02,Kedah,35,0,35,16,46,11,0,0,24,0,0,0,33,0
587,2020-05-02,Kelantan,44,10,54,27,60,16,0,0,33,0,0,0,31,0
588,2020-05-02,Melaka,52,0,52,12,46,6,1,0,38,1,0,0,37,0
589,2020-05-02,Negeri Sembilan,18,0,18,10,43,8,1,0,6,1,0,0,10,0
590,2020-05-02,Pahang,47,6,53,39,51,18,2,3,23,1,3,0,24,0
591,2020-05-02,Perak,70,0,70,46,107,26,0,0,43,0,0,0,58,0
592,2020-05-02,Perlis,13,0,13,4,17,6,0,0,7,0,0,0,10,0
593,2020-05-02,Pulau Pinang,26,8,34,4,35,7,0,0,14,0,0,0,10,0
594,2020-05-02,Sabah,66,10,76,60,84,40,1,1,28,0,1,0,41,0
595,2020-05-02,Sarawak,51,12,63,26,73,39,3,0,37,2,0,0,61,0
596,2020-05-02,Selangor,42,62,104,104,107,14,13,0,2,6,0,1,7,0
597,2020-05-02,Terengganu,23,0,23,12,35,3,0,0,14,0,0,0,15,0
598,2020-05-02,W.P. Kuala Lumpur,33,0,33,30,47,17,3,0,15,3,0,0,18,0
599,2020-05-02,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,1,0
600,2020-05-03,Johor,37,30,67,30,64,23,2,0,17,1,0,0,25,0
601,2020-05-03,Kedah,35,0,35,16,46,11,0,0,25,0,0,0,39,0
602,2020-05-03,Kelantan,44,10,54,27,60,16,0,0,40,0,0,0,35,0
603,2020-05-03,Melaka,52,0,52,12,46,6,1,0,32,1,0,0,32,0
604,2020-05-03,Negeri Sembilan,18,0,18,10,43,8,1,0,5,1,0,0,17,0
605,2020-05-03,Pahang,47,6,53,39,51,18,2,0,26,1,0,0,24,0
606,2020-05-03,Perak,70,0,70,46,107,26,0,0,53,0,0,0,72,0
607,2020-05-03,Perlis,13,0,13,4,17,6,0,0,9,0,0,0,11,0
608,2020-05-03,Pulau Pinang,26,8,34,4,35,7,0,0,14,0,0,0,15,0
609,2020-05-03,Sabah,66,10,76,60,84,40,1,0,30,0,0,0,41,0
610,2020-05-03,Sarawak,51,12,63,26,73,39,3,0,35,2,0,0,64,0
611,2020-05-03,Selangor,42,62,104,104,107,14,13,0,1,6,0,0,6,0
612,2020-05-03,Terengganu,23,0,23,12,35,3,0,0,16,0,0,0,17,0
613,2020-05-03,W.P. Kuala Lumpur,33,0,33,30,47,17,3,0,14,3,0,0,17,0
614,2020-05-03,W.P. Labuan,5,2,7,2,7,3,0,0,3,0,0,0,1,0
615,2020-05-04,Johor,37,30,67,30,64,23,2,0,18,1,0,0,26,0
616,2020-05-04,Kedah,35,0,35,16,46,11,0,0,23,0,0,0,34,0
617,2020-05-04,Kelantan,47,26,73,27,64,16,0,0,44,0,0,0,41,0
618,2020-05-04,Melaka,52,0,52,12,46,6,1,0,28,1,0,0,23,0
619,2020-05-04,Negeri Sembilan,18,0,18,10,43,8,0,0,6,0,0,0,16,0
620,2020-05-04,Pahang,47,6,53,39,51,18,2,0,25,1,0,0,30,0
621,2020-05-04,Perak,70,0,70,46,107,26,0,0,50,0,0,0,62,0
622,2020-05-04,Perlis,13,0,13,4,17,6,0,0,10,0,0,0,13,0
623,2020-05-04,Pulau Pinang,26,8,34,4,35,7,0,0,15,0,0,0,16,0
624,2020-05-04,Sabah,66,10,76,60,92,40,1,0,29,0,0,0,37,0
625,2020-05-04,Sarawak,51,12,63,26,73,39,3,0,37,2,0,0,64,0
626,2020-05-04,Selangor,42,62,104,104,107,14,13,0,1,6,0,0,7,0
627,2020-05-04,Terengganu,23,0,23,12,35,3,0,0,14,0,0,0,15,0
628,2020-05-04,W.P. Kuala Lumpur,33,0,33,30,47,17,3,0,13,2,0,0,16,0
629,2020-05-04,W.P. Labuan,5,2,7,2,7,3,0,0,5,0,0,0,3,0
630,2020-05-05,Johor,37,30,67,30,64,23,2,0,17,1,0,0,29,0
631,2020-05-05,Kedah,35,0,35,16,46,11,0,0,21,0,0,0,33,0
632,2020-05-05,Kelantan,47,26,73,27,64,16,0,0,36,0,0,0,36,0
633,2020-05-05,Melaka,52,0,52,12,46,6,1,0,32,0,0,0,23,0
634,2020-05-05,Negeri Sembilan,18,0,18,10,43,8,0,0,8,0,0,0,19,0
635,2020-05-05,Pahang,47,6,53,39,51,18,2,0,22,1,0,0,30,0
636,2020-05-05,Perak,70,0,70,46,107,26,0,0,49,0,0,0,69,0
637,2020-05-05,Perlis,13,0,13,4,17,6,0,0,9,0,0,0,10,0
