,date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
5117,2021-02-27,Sabah,71,72,143,118,111,82,37,2,12,17,2,0,55,0
5118,2021-02-27,Sarawak,48,36,84,45,87,94,37,1,33,16,1,0,88,0
5119,2021-02-27,Selangor,152,76,228,115,231,115,66,1,75,46,1,0,148,0
5120,2021-02-27,Terengganu,20,0,20,4,41,16,2,0,10,2,0,0,20,0
5121,2021-02-27,W.P. Kuala Lumpur,52,15,67,44,169,25,20,0,8,9,0,0,25,0
5122,2021-02-27,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,5,0
5123,2021-02-28,Johor,80,38,118,65,154,94,38,2,42,23,2,0,104,0
5124,2021-02-28,Kedah,51,10,61,21,93,46,5,0,27,2,0,0,53,0
5125,2021-02-28,Kelantan,84,45,129,25,113,39,8,0,50,1,0,0,56,0
5126,2021-02-28,Melaka,22,31,53,17,59,7,12,0,24,4,0,0,24,0
5127,2021-02-28,Negeri Sembilan,20,27,47,20,62,22,8,0,24,2,0,0,29,0
5128,2021-02-28,Pahang,47,6,53,39,62,21,4,0,21,4,0,0,36,0
5129,2021-02-28,Perak,68,4,72,34,96,67,10,0,45,5,0,0,81,0
5130,2021-02-28,Perlis,13,2,15,6,20,12,0,0,6,0,0,0,8,0
5131,2021-02-28,Pulau Pinang,28,15,43,22,35,22,11,0,14,2,0,0,21,0
5132,2021-02-28,Sabah,71,72,143,118,111,82,35,3,16,17,3,0,58,0
5133,2021-02-28,Sarawak,48,38,86,47,87,94,45,1,27,15,1,0,81,0
5134,2021-02-28,Selangor,152,76,228,115,231,115,63,1,75,45,1,0,146,0
5135,2021-02-28,Terengganu,20,0,20,4,41,16,2,0,10,2,0,0,25,0
5136,2021-02-28,W.P. Kuala Lumpur,52,15,67,44,169,25,17,0,11,9,0,0,25,0
5137,2021-02-28,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,4,0
5138,2021-03-01,Johor,80,38,118,65,154,94,34,0,41,23,0,0,105,0
5139,2021-03-01,Kedah,51,10,61,21,93,46,4,0,27,2,0,0,54,0
5140,2021-03-01,Kelantan,84,45,129,25,113,39,6,0,48,0,0,0,57,0
5141,2021-03-01,Melaka,22,31,53,17,59,7,13,0,25,4,0,0,28,0
5142,2021-03-01,Negeri Sembilan,20,27,47,20,62,22,9,0,22,2,0,0,27,0
5143,2021-03-01,Pahang,47,6,53,39,62,21,4,0,24,4,0,0,43,0
5144,2021-03-01,Perak,68,4,72,34,96,67,10,0,49,5,0,0,87,0
5145,2021-03-01,Perlis,13,2,15,6,20,12,0,0,6,0,0,0,8,0
5146,2021-03-01,Pulau Pinang,28,15,43,22,35,22,12,0,13,3,0,0,25,0
5147,2021-03-01,Sabah,71,72,143,118,111,82,31,3,19,14,3,0,69,0
5148,2021-03-01,Sarawak,48,38,86,47,87,94,44,2,29,17,2,0,80,0
5149,2021-03-01,Selangor,152,76,228,115,231,115,64,1,79,8,1,0,152,0
5150,2021-03-01,Terengganu,20,0,20,4,41,16,2,1,9,2,1,0,22,0
5151,2021-03-01,W.P. Kuala Lumpur,52,15,67,44,169,25,15,3,10,9,1,0,23,0
5152,2021-03-01,W.P. Labuan,5,5,10,5,6,5,0,0,4,0,0,0,4,0
5153,2021-03-02,Johor,80,38,118,65,154,94,34,1,45,22,1,0,104,0
5154,2021-03-02,Kedah,51,10,61,21,93,46,6,0,27,3,0,0,55,0
5155,2021-03-02,Kelantan,84,45,129,25,113,39,6,0,51,1,0,0,61,0
5156,2021-03-02,Melaka,22,31,53,17,59,7,12,1,22,4,1,0,24,0
5157,2021-03-02,Negeri Sembilan,20,27,47,20,62,22,8,0,23,3,0,0,27,0
5158,2021-03-02,Pahang,47,6,53,39,62,21,5,0,27,5,0,0,38,0
5159,2021-03-02,Perak,68,4,72,34,96,67,11,0,42,5,0,0,91,0
5160,2021-03-02,Perlis,13,2,15,6,20,12,0,0,5,0,0,0,8,0
5161,2021-03-02,Pulau Pinang,28,15,43,22,35,22,8,0,16,2,0,0,24,0
5162,2021-03-02,Sabah,71,62,133,104,111,82,33,3,17,15,3,0,63,0
5163,2021-03-02,Sarawak,48,38,86,47,87,94,47,2,35,20,2,0,101,0
5164,2021-03-02,Selangor,152,76,228,115,231,115,62,0,83,42,0,0,148,0
5165,2021-03-02,Terengganu,20,0,20,4,41,16,3,0,11,3,0,0,22,0
5166,2021-03-02,W.P. Kuala Lumpur,52,15,67,44,169,25,16,1,11,10,1,0,25,0
5167,2021-03-02,W.P. Labuan,5,5,10,5,6,5,0,0,4,0,0,0,2,0
5168,2021-03-03,Johor,80,38,118,65,154,94,34,1,43,20,1,0,108,0
5169,2021-03-03,Kedah,51,10,61,21,93,46,7,0,24,3,0,0,56,0
5170,2021-03-03,Kelantan,84,45,129,25,113,39,5,0,52,2,0,0,67,0
5171,2021-03-03,Melaka,22,31,53,17,59,7,9,1,35,4,1,0,22,0
5172,2021-03-03,Negeri Sembilan,20,27,47,20,62,22,7,0,22,3,0,0,31,0
5173,2021-03-03,Pahang,47,6,53,39,62,21,4,0,25,3,0,0,36,0
5174,2021-03-03,Perak,68,4,72,34,96,67,9,0,44,5,0,0,90,0
5175,2021-03-03,Perlis,13,2,15,6,20,12,0,0,7,0,0,0,12,0
5176,2021-03-03,Pulau Pinang,28,15,43,22,35,22,9,0,15,3,0,0,25,0
5177,2021-03-03,Sabah,71,62,133,104,111,82,31,4,17,13,4,0,60,0
5178,2021-03-03,Sarawak,48,39,87,49,87,94,47,3,31,20,3,0,107,0
5179,2021-03-03,Selangor,152,76,228,115,231,115,64,0,81,44,0,0,157,0
5180,2021-03-03,Terengganu,20,0,20,4,41,16,3,0,12,3,0,0,24,0
5181,2021-03-03,W.P. Kuala Lumpur,52,15,67,44,169,25,14,1,13,9,1,0,25,0
5182,2021-03-03,W.P. Labuan,5,5,10,5,6,5,0,0,4,0,0,0,3,0
5183,2021-03-04,Johor,80,38,118,65,154,94,36,1,44,23,1,0,106,0
5184,2021-03-04,Kedah,51,10,61,21,93,46,6,0,27,2,0,0,66,0
5185,2021-03-04,Kelantan,84,45,129,25,113,39,6,0,51,2,0,0,65,0
5186,2021-03-04,Melaka,22,31,53,17,59,7,6,1,30,1,1,0,22,0
5187,2021-03-04,Negeri Sembilan,20,27,47,20,62,22,7,0,21,4,0,0,29,0
5188,2021-03-04,Pahang,47,6,53,39,62,21,4,0,23,3,0,0,41,0
5189,2021-03-04,Perak,68,4,72,34,96,67,9,0,47,4,0,0,83,0
5190,2021-03-04,Perlis,13,2,15,6,20,12,0,0,6,0,0,0,9,0
5191,2021-03-04,Pulau Pinang,28,15,43,22,35,22,10,0,14,3,0,0,20,0
5192,2021-03-04,Sabah,71,54,125,96,111,82,31,5,16,14,5,0,68,0
5193,2021-03-04,Sarawak,48,39,87,49,87,94,42,4,30,17,4,0,96,0
5194,2021-03-04,Selangor,152,76,228,115,231,115,61,0,77,45,0,0,153,0
5195,2021-03-04,Terengganu,20,0,20,4,41,16,3,0,9,3,0,0,25,0
5196,2021-03-04,W.P. Kuala Lumpur,52,15,67,44,169,25,12,1,18,7,1,0,28,0
5197,2021-03-04,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,4,0
5198,2021-03-05,Johor,80,38,118,65,154,94,31,1,44,17,1,0,104,0
5199,2021-03-05,Kedah,51,10,61,21,93,46,5,0,28,2,0,0,61,0
5200,2021-03-05,Kelantan,84,45,129,25,113,39,7,0,54,2,0,0,77,0
5201,2021-03-05,Melaka,22,31,53,17,59,7,6,0,28,1,0,0,29,0
5202,2021-03-05,Negeri Sembilan,20,27,47,20,62,22,8,0,21,5,0,0,32,0
5203,2021-03-05,Pahang,47,6,53,39,62,21,4,0,25,3,0,0,38,0
5204,2021-03-05,Perak,68,4,72,34,96,67,8,0,47,4,0,0,83,0
5205,2021-03-05,Perlis,13,2,15,6,20,12,0,0,9,0,0,0,11,0
5206,2021-03-05,Pulau Pinang,28,15,43,22,35,22,10,0,15,3,0,0,22,0
5207,2021-03-05,Sabah,71,54,125,96,111,82,28,4,18,14,4,0,57,0
5208,2021-03-05,Sarawak,48,39,87,49,87,94,48,4,27,16,4,0,93,0
5209,2021-03-05,Selangor,152,76,228,115,231,115,60,0,80,45,0,0,147,0
5210,2021-03-05,Terengganu,20,0,20,4,41,16,3,0,10,2,0,0,21,0
5211,2021-03-05,W.P. Kuala Lumpur,52,15,67,44,169,25,11,1,27,7,1,0,36,0
5212,2021-03-05,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,4,0
5213,2021-03-06,Johor,80,38,118,65,154,94,29,1,46,18,1,0,106,0
5214,2021-03-06,Kedah,51,10,61,21,93,46,5,0,28,2,0,0,63,0
5215,2021-03-06,Kelantan,84,45,129,25,113,39,5,0,51,2,0,0,77,0
5216,2021-03-06,Melaka,22,31,53,17,59,7,5,0,33,1,0,0,24,0
5217,2021-03-06,Negeri Sembilan,20,27,47,20,62,22,9,0,21,6,0,0,34,0
5218,2021-03-06,Pahang,47,6,53,39,62,21,3,0,27,2,0,0,38,0
5219,2021-03-06,Perak,68,4,72,34,96,67,8,0,46,4,0,0,80,0
5220,2021-03-06,Perlis,13,2,15,6,20,12,0,0,7,0,0,0,9,0
5221,2021-03-06,Pulau Pinang,28,15,43,22,35,22,12,0,16,4,0,0,25,0
5222,2021-03-06,Sabah,71,54,125,96,111,82,25,1,14,12,1,0,59,0
5223,2021-03-06,Sarawak,48,39,87,49,87,94,25,2,35,15,2,0,92,0
5224,2021-03-06,Selangor,152,76,228,115,231,115,55,0,77,43,0,0,137,0
5225,2021-03-06,Terengganu,20,0,20,4,41,16,3,0,12,2,0,0,25,0
5226,2021-03-06,W.P. Kuala Lumpur,52,15,67,44,169,25,10,1,29,6,1,0,37,0
5227,2021-03-06,W.P. Labuan,5,5,10,5,6,5,0,0,4,0,0,0,4,0
5228,2021-03-06,W.P. Putrajaya,11,9,20,8,28,6,7,0,5,3,0,0,0,0
5229,2021-03-07,Johor,80,38,118,65,154,94,26,1,48,17,1,0,101,0
5230,2021-03-07,Kedah,51,10,61,21,93,46,5,0,29,2,0,0,61,0
5231,2021-03-07,Kelantan,79,45,124,23,107,37,4,0,49,2,0,0,72,0
5232,2021-03-07,Melaka,22,31,53,17,59,7,4,0,34,1,0,0,25,0
5233,2021-03-07,Negeri Sembilan,20,27,47,20,62,22,9,0,21,5,0,0,36,0
5234,2021-03-07,Pahang,47,6,53,39,62,21,3,0,23,2,0,0,34,0
5235,2021-03-07,Perak,68,4,72,34,96,67,7,0,46,3,0,0,82,0
5236,2021-03-07,Perlis,13,2,15,6,20,12,0,0,10,0,0,0,11,0
5237,2021-03-07,Pulau Pinang,28,15,43,22,35,22,12,0,16,4,0,0,23,0
5238,2021-03-07,Sabah,71,54,125,96,111,82,25,2,12,11,2,0,55,0
5239,2021-03-07,Sarawak,48,39,87,49,87,94,22,0,48,14,0,0,89,0
5240,2021-03-07,Selangor,152,76,228,115,231,115,57,0,75,38,0,0,142,0
5241,2021-03-07,Terengganu,20,0,20,4,41,16,3,0,12,2,0,0,27,0
5242,2021-03-07,W.P. Kuala Lumpur,52,15,67,44,169,25,11,1,29,7,1,0,37,0
5243,2021-03-07,W.P. Labuan,5,5,10,5,6,5,0,0,4,0,0,0,4,0
5244,2021-03-07,W.P. Putrajaya,11,9,20,8,28,6,8,0,8,6,0,0,0,0
5245,2021-03-08,Johor,80,38,118,65,154,94,25,0,47,15,0,0,95,0
5246,2021-03-08,Kedah,51,10,61,21,93,46,6,0,26,3,0,0,53,0
5247,2021-03-08,Kelantan,79,45,124,23,107,37,3,0,51,2,0,0,63,0
5248,2021-03-08,Melaka,22,31,53,17,59,7,3,0,27,0,0,0,20,0
5249,2021-03-08,Negeri Sembilan,20,27,47,20,62,22,6,0,21,6,0,0,38,0
5250,2021-03-08,Pahang,47,6,53,39,62,21,2,0,25,1,0,0,39,0
5251,2021-03-08,Perak,68,4,72,34,96,67,6,1,47,3,1,0,79,0
5252,2021-03-08,Perlis,13,2,15,6,20,12,0,0,8,0,0,0,10,0
5253,2021-03-08,Pulau Pinang,28,15,43,22,35,22,8,0,15,3,0,0,23,0
5254,2021-03-08,Sabah,71,54,125,96,111,82,25,2,16,11,2,0,49,0
5255,2021-03-08,Sarawak,48,39,87,49,87,94,42,0,32,15,0,0,91,0
5256,2021-03-08,Selangor,152,76,228,115,231,115,56,0,77,35,0,0,135,0
5257,2021-03-08,Terengganu,20,0,20,4,41,16,3,0,12,2,0,0,27,0
5258,2021-03-08,W.P. Kuala Lumpur,52,15,67,44,169,25,10,1,31,6,1,0,39,0
5259,2021-03-08,W.P. Labuan,5,5,10,5,6,5,0,0,4,0,0,0,3,0
5260,2021-03-08,W.P. Putrajaya,14,12,26,20,28,6,17,0,5,15,0,5,0,0
5261,2021-03-09,Johor,80,38,118,65,154,94,21,0,50,12,0,0,96,0
5262,2021-03-09,Kedah,51,10,61,21,93,46,5,0,28,3,0,0,60,0
5263,2021-03-09,Kelantan,79,45,124,23,107,37,2,0,57,1,0,0,76,0
5264,2021-03-09,Melaka,22,31,53,17,59,7,2,1,36,1,1,0,35,0
5265,2021-03-09,Negeri Sembilan,20,27,47,20,62,22,6,0,21,4,0,0,27,0
5266,2021-03-09,Pahang,47,6,53,39,62,21,2,0,24,1,0,0,41,0
5267,2021-03-09,Perak,68,4,72,34,96,67,5,0,47,3,0,0,84,0
5268,2021-03-09,Perlis,13,2,15,6,20,12,0,0,6,0,0,0,8,0
5269,2021-03-09,Pulau Pinang,28,15,43,22,35,22,9,0,15,4,0,0,20,0
5270,2021-03-09,Sabah,71,54,125,96,111,82,19,3,17,8,3,0,51,0
5271,2021-03-09,Sarawak,48,39,87,49,87,94,40,0,30,16,0,0,88,0
5272,2021-03-09,Selangor,152,76,228,115,231,115,61,0,77,39,0,0,150,0
5273,2021-03-09,Terengganu,20,0,20,4,41,16,3,0,11,2,0,0,22,0
5274,2021-03-09,W.P. Kuala Lumpur,52,15,67,44,169,25,10,1,28,6,1,0,36,0
5275,2021-03-09,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,4,0
5276,2021-03-09,W.P. Putrajaya,14,12,26,20,28,6,10,0,9,9,0,6,0,0
5277,2021-03-10,Johor,80,38,118,65,154,94,24,0,45,14,0,0,92,0
5278,2021-03-10,Kedah,51,10,61,21,93,46,5,0,31,2,0,0,64,0
5279,2021-03-10,Kelantan,79,45,124,23,107,37,4,0,32,1,0,0,49,0
5280,2021-03-10,Melaka,22,31,53,17,59,7,2,0,37,0,0,0,28,0
5281,2021-03-10,Negeri Sembilan,20,27,47,20,62,22,6,0,21,3,0,0,25,0
5282,2021-03-10,Pahang,47,6,53,39,62,21,2,0,26,1,0,0,38,0
5283,2021-03-10,Perak,68,4,72,34,96,67,2,1,47,2,1,0,79,0
5284,2021-03-10,Perlis,13,2,15,6,20,12,1,0,7,0,0,0,10,0
5285,2021-03-10,Pulau Pinang,28,15,43,22,35,22,10,0,15,4,0,0,23,0
5286,2021-03-10,Sabah,71,54,125,96,111,82,19,1,15,7,1,0,47,0
5287,2021-03-10,Sarawak,48,39,87,49,87,94,42,0,29,16,0,0,81,0
5288,2021-03-10,Selangor,152,76,228,115,231,115,55,0,77,31,0,0,117,0
5289,2021-03-10,Terengganu,20,0,20,4,41,16,2,0,12,1,0,0,26,0
5290,2021-03-10,W.P. Kuala Lumpur,52,15,67,44,169,25,10,0,26,6,0,0,33,0
5291,2021-03-10,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,5,0
5292,2021-03-11,Johor,80,38,118,65,154,94,23,0,49,17,0,0,100,0
5293,2021-03-11,Kedah,51,10,61,21,93,46,5,0,30,2,0,0,56,0
5294,2021-03-11,Kelantan,79,45,124,23,107,37,3,0,58,1,0,0,69,0
5295,2021-03-11,Melaka,22,31,53,17,59,7,0,0,38,0,0,0,26,0
5296,2021-03-11,Negeri Sembilan,20,27,47,20,62,22,7,0,21,3,0,0,26,0
5297,2021-03-11,Pahang,47,6,53,39,62,21,2,0,27,1,0,0,38,0
5298,2021-03-11,Perak,68,4,72,34,96,67,2,1,43,2,1,0,78,0
5299,2021-03-11,Perlis,13,2,15,6,20,12,1,0,7,0,0,0,11,0
5300,2021-03-11,Pulau Pinang,28,15,43,22,35,22,11,0,15,4,0,0,23,0
5301,2021-03-11,Sabah,71,54,125,96,111,82,19,2,17,6,2,0,48,0
5302,2021-03-11,Sarawak,48,39,87,49,87,94,44,0,29,14,0,0,87,0
5303,2021-03-11,Selangor,152,76,228,115,231,115,52,0,79,32,0,0,146,0
5304,2021-03-11,Terengganu,20,0,20,4,41,16,2,0,11,1,0,0,25,0
5305,2021-03-11,W.P. Kuala Lumpur,52,15,67,44,169,25,8,0,26,4,0,0,31,0
5306,2021-03-11,W.P. Labuan,5,5,10,5,6,5,0,0,5,0,0,0,7,0
5307,2021-03-12,Johor,80,38,118,65,154,94,26,1,47,20,1,0,99,0
5308,2021-03-12,Kedah,51,10,61,21,93,46,4,0,31,2,0,0,52,0
5309,2021-03-12,Kelantan,79,45,124,23,107,37,4,0,58,1,0,0,65,0
5310,2021-03-12,Melaka,22,31,53,17,59,7,1,0,39,0,0,0,27,0
5311,2021-03-12,Negeri Sembilan,20,27,47,20,62,22,7,0,21,3,0,0,29,0
5312,2021-03-12,Pahang,47,6,53,39,62,21,2,0,27,2,0,0,40,0
5313,2021-03-12,Perak,68,4,72,34,96,67,2,1,43,2,1,0,79,0
5314,2021-03-12,Perlis,13,2,15,6,20,12,1,0,6,0,0,0,8,0
5315,2021-03-12,Pulau Pinang,28,15,43,22,35,22,13,0,15,7,0,0,24,0
5316,2021-03-12,Sabah,71,54,125,96,111,82,15,0,16,6,0,0,48,0
5317,2021-03-12,Sarawak,48,39,87,49,87,94,45,0,31,16,0,0,84,0
5318,2021-03-12,Selangor,145,65,210,108,208,108,48,0,60,31,0,0,120,0
5319,2021-03-12,Terengganu,20,0,20,4,41,16,2,0,10,1,0,0,24,0
5320,2021-03-12,W.P. Kuala Lumpur,52,15,67,44,169,25,9,0,26,3,0,0,32,0
5321,2021-03-12,W.P. Labuan,5,5,10,5,6,5,1,0,4,1,0,0,6,0
5322,2021-03-13,Johor,80,38,118,65,154,94,25,1,49,20,1,0,97,0
5323,2021-03-13,Kedah,51,10,61,21,93,46,5,0,29,2,0,0,56,0
5324,2021-03-13,Kelantan,79,45,124,23,107,37,6,0,61,1,0,0,72,0
5325,2021-03-13,Melaka,22,31,53,17,59,7,1,0,40,0,0,0,33,0
5326,2021-03-13,Negeri Sembilan,20,27,47,20,62,22,7,0,21,3,0,0,23,0
5327,2021-03-13,Pahang,47,6,53,39,62,21,2,0,25,1,0,0,39,0
5328,2021-03-13,Perak,68,4,72,34,96,67,4,1,44,2,1,0,83,0
5329,2021-03-13,Perlis,13,2,15,6,20,12,1,0,6,0,0,0,7,0
5330,2021-03-13,Pulau Pinang,28,15,43,22,35,22,13,0,15,7,0,0,24,0
5331,2021-03-13,Sabah,71,54,125,96,111,82,17,0,15,5,0,0,46,0
5332,2021-03-13,Sarawak,48,39,87,49,91,97,47,0,35,17,0,0,86,0
5333,2021-03-13,Selangor,145,65,210,108,208,108,46,0,60,26,0,0,110,0
5334,2021-03-13,Terengganu,20,0,20,4,41,16,1,0,9,1,0,0,21,0
5335,2021-03-13,W.P. Kuala Lumpur,52,15,67,44,169,25,7,0,24,3,0,0,29,0
5336,2021-03-13,W.P. Labuan,5,5,10,5,6,5,1,0,4,1,0,0,6,0
5337,2021-03-14,Johor,80,38,118,65,154,94,27,0,42,19,0,0,88,0
5338,2021-03-14,Kedah,51,10,61,21,93,46,4,1,31,2,0,0,65,0
5339,2021-03-14,Kelantan,79,45,124,23,107,37,4,0,59,1,0,0,75,0
5340,2021-03-14,Melaka,22,31,53,17,59,7,1,0,36,0,0,0,32,0
5341,2021-03-14,Negeri Sembilan,20,27,47,20,62,22,6,0,21,4,0,0,28,0
5342,2021-03-14,Pahang,47,6,53,39,62,21,2,0,25,1,0,0,38,0
5343,2021-03-14,Perak,68,4,72,34,96,67,4,1,48,2,1,0,87,0
5344,2021-03-14,Perlis,13,2,15,6,20,12,0,0,6,0,0,0,7,0
5345,2021-03-14,Pulau Pinang,28,15,43,22,35,22,11,0,15,6,0,0,25,0
5346,2021-03-14,Sabah,71,54,125,96,111,82,15,0,15,6,0,0,45,0
5347,2021-03-14,Sarawak,48,39,87,49,91,97,47,0,26,18,0,0,87,0
5348,2021-03-14,Selangor,145,65,210,108,208,108,48,0,61,29,0,0,115,0
5349,2021-03-14,Terengganu,20,0,20,4,41,16,1,0,7,1,0,0,20,0
5350,2021-03-14,W.P. Kuala Lumpur,52,15,67,44,169,25,6,0,25,2,0,0,29,0
5351,2021-03-14,W.P. Labuan,5,5,10,5,6,5,1,0,4,1,0,0,4,0
5352,2021-03-15,Johor,80,38,118,65,154,94,27,0,49,18,0,0,96,0
5353,2021-03-15,Kedah,51,10,61,21,93,46,5,0,29,4,0,0,65,0
5354,2021-03-15,Kelantan,79,45,124,23,107,37,4,0,58,2,0,0,75,0
5355,2021-03-15,Melaka,22,31,53,17,59,7,1,0,36,0,0,0,30,0
5356,2021-03-15,Negeri Sembilan,20,27,47,20,62,22,6,0,21,4,0,0,28,0
5357,2021-03-15,Pahang,47,6,53,39,62,21,3,0,23,2,0,0,36,0
5358,2021-03-15,Perak,68,4,72,34,96,67,4,1,47,2,1,0,82,0
5359,2021-03-15,Perlis,13,2,15,6,20,12,0,0,7,0,0,0,9,0
5360,2021-03-15,Pulau Pinang,28,15,43,22,35,22,12,0,14,7,0,0,26,0
5361,2021-03-15,Sabah,71,54,125,96,111,82,21,0,17,5,0,0,55,0
5362,2021-03-15,Sarawak,48,39,87,49,91,97,45,0,36,16,0,0,92,0
5363,2021-03-15,Selangor,145,65,210,108,208,108,44,1,59,25,1,0,119,0
5364,2021-03-15,Terengganu,20,0,20,4,41,16,2,0,7,1,0,0,20,0
5365,2021-03-15,W.P. Kuala Lumpur,52,15,67,44,169,25,6,0,28,2,0,0,32,0
5366,2021-03-15,W.P. Labuan,5,5,10,5,6,5,1,0,3,1,0,0,4,0
5367,2021-03-16,Johor,80,38,118,65,154,94,23,0,56,15,0,0,108,0
5368,2021-03-16,Kedah,51,10,61,21,93,46,5,0,27,4,0,0,59,0
5369,2021-03-16,Kelantan,79,45,124,23,107,37,6,0,58,2,0,0,77,0
5370,2021-03-16,Melaka,22,31,53,17,59,7,1,0,42,0,0,0,33,0
5371,2021-03-16,Negeri Sembilan,20,27,47,20,62,22,5,0,21,5,0,0,17,0
5372,2021-03-16,Pahang,47,6,53,39,62,21,3,0,24,2,0,0,43,0
5373,2021-03-16,Perak,68,4,72,34,96,67,5,0,51,2,0,0,85,0
5374,2021-03-16,Perlis,13,2,15,6,20,12,0,0,8,0,0,0,10,0
5375,2021-03-16,Pulau Pinang,28,15,43,22,35,22,13,0,14,6,0,0,23,0
5376,2021-03-16,Sabah,71,54,125,96,111,82,19,0,17,4,0,0,60,0
5377,2021-03-16,Sarawak,48,39,87,49,91,97,44,1,34,15,1,0,85,0
5378,2021-03-16,Selangor,145,65,210,108,208,108,47,0,56,31,0,0,121,0
5379,2021-03-16,Terengganu,20,0,20,4,41,16,2,0,9,1,0,0,22,0
5380,2021-03-16,W.P. Kuala Lumpur,52,15,67,44,169,25,7,0,25,1,0,0,30,0
5381,2021-03-16,W.P. Labuan,5,5,10,5,6,5,1,0,3,0,0,0,3,0
5382,2021-03-17,Johor,80,38,118,65,154,94,22,0,56,13,0,0,103,0
5383,2021-03-17,Kedah,51,10,61,21,93,46,6,0,29,4,0,0,64,0
5384,2021-03-17,Kelantan,79,45,124,23,107,37,7,0,57,2,0,0,69,0
5385,2021-03-17,Melaka,22,31,53,17,59,7,1,0,43,0,0,0,37,0
5386,2021-03-17,Negeri Sembilan,20,27,47,20,62,22,5,0,21,5,0,0,30,0
5387,2021-03-17,Pahang,47,6,53,39,62,21,3,0,22,2,0,0,41,0
5388,2021-03-17,Perak,68,4,72,34,96,67,5,0,56,3,0,0,87,0
5389,2021-03-17,Perlis,13,2,15,6,20,12,0,0,9,0,0,0,12,0
5390,2021-03-17,Pulau Pinang,28,15,43,22,35,22,14,1,13,7,0,0,23,0
5391,2021-03-17,Sabah,71,54,125,96,111,82,20,0,15,4,0,0,53,0
5392,2021-03-17,Sarawak,48,39,87,49,91,97,45,0,31,16,0,0,83,0
5393,2021-03-17,Selangor,145,65,210,108,208,108,48,0,51,6,0,0,124,0
5394,2021-03-17,Terengganu,20,0,20,4,41,16,2,0,8,0,0,0,16,0
5395,2021-03-17,W.P. Kuala Lumpur,52,15,67,44,169,25,6,0,29,2,0,0,32,0
5396,2021-03-17,W.P. Labuan,5,5,10,5,6,5,0,0,3,0,0,0,1,0
5397,2021-03-18,Johor,80,38,118,65,154,94,23,0,53,12,0,0,98,0
5398,2021-03-18,Kedah,51,10,61,21,93,46,6,0,27,3,0,0,55,0
5399,2021-03-18,Kelantan,79,45,124,23,107,37,7,0,28,2,0,0,37,0
5400,2021-03-18,Melaka,22,31,53,17,59,7,1,0,43,0,0,0,39,0
5401,2021-03-18,Negeri Sembilan,20,27,47,20,62,22,4,0,21,4,0,0,22,0
5402,2021-03-18,Pahang,47,6,53,39,62,21,3,0,22,2,0,0,38,0
5403,2021-03-18,Perak,68,4,72,34,96,67,5,0,49,3,0,0,91,0
5404,2021-03-18,Perlis,13,2,15,6,20,12,1,0,8,0,0,0,11,0
5405,2021-03-18,Pulau Pinang,28,15,43,22,35,22,13,1,14,7,0,0,24,0
5406,2021-03-18,Sabah,71,54,125,96,111,82,20,0,17,4,0,0,52,0
5407,2021-03-18,Sarawak,48,39,87,49,91,97,47,0,31,18,0,0,92,0
5408,2021-03-18,Selangor,145,65,210,108,208,108,49,0,59,8,0,0,126,0
5409,2021-03-18,Terengganu,20,0,20,4,41,16,3,0,9,0,0,0,18,0
5410,2021-03-18,W.P. Kuala Lumpur,52,15,67,44,169,25,8,0,26,2,0,0,31,0
5411,2021-03-18,W.P. Labuan,5,5,10,5,6,5,0,0,3,0,0,0,1,0
5412,2021-03-19,Johor,80,38,118,65,154,94,24,0,51,16,0,0,92,0
5413,2021-03-19,Kedah,51,10,61,21,93,46,4,0,26,2,0,0,48,0
5414,2021-03-19,Kelantan,79,45,124,23,107,37,6,0,52,2,0,0,60,0
5415,2021-03-19,Melaka,22,31,53,17,59,7,1,1,43,0,1,0,41,0
5416,2021-03-19,Negeri Sembilan,20,27,47,20,62,22,4,0,21,3,0,0,24,0
5417,2021-03-19,Pahang,47,6,53,39,62,21,3,0,24,2,0,0,36,0
5418,2021-03-19,Perak,68,4,72,34,96,67,4,0,47,2,0,0,93,0
5419,2021-03-19,Perlis,13,2,15,6,20,12,0,0,11,0,0,0,13,0
5420,2021-03-19,Pulau Pinang,28,15,43,22,35,22,12,1,14,7,0,0,21,0
5421,2021-03-19,Sabah,71,54,125,96,111,82,21,0,15,5,0,0,55,0
5422,2021-03-19,Sarawak,48,39,87,49,91,97,50,1,31,17,1,0,89,0
5423,2021-03-19,Selangor,145,65,210,108,208,108,49,0,54,31,0,0,120,0
5424,2021-03-19,Terengganu,20,0,20,4,41,16,3,0,13,0,0,0,26,0
5425,2021-03-19,W.P. Kuala Lumpur,52,15,67,44,169,25,8,0,27,3,0,0,32,0
5426,2021-03-19,W.P. Labuan,5,5,10,5,6,5,0,0,2,0,0,0,1,0
5427,2021-03-20,Johor,80,38,118,65,154,94,23,0,56,13,0,0,96,0
