,date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
4976,2021-02-18,Selangor,5161,1304,4933,179,112,291,140,104,244,479,470,2565
4977,2021-02-18,Terengganu,1307,288,1290,3,9,12,6,16,22,103,14,671
4978,2021-02-18,W.P. Kuala Lumpur,3997,798,3930,3,24,27,8,45,53,253,65,1626
4979,2021-02-18,W.P. Labuan,122,25,112,0,1,1,0,1,1,5,2,66
4980,2021-02-19,Johor,4550,952,4432,75,75,150,63,50,113,475,146,45
4981,2021-02-19,Kedah,1924,426,1863,3,9,12,0,17,17,147,7,1285
4982,2021-02-19,Kelantan,2686,398,2557,2,29,31,1,16,17,150,3,1310
4983,2021-02-19,Melaka,1101,231,1048,0,14,14,2,5,7,64,11,795
4984,2021-02-19,Negeri Sembilan,1331,633,1284,0,23,23,0,19,19,142,3,651
4985,2021-02-19,Pahang,2170,701,2113,2,18,20,2,8,10,113,4,1116
4986,2021-02-19,Perak,2728,359,2656,3,22,25,1,28,29,109,8,1748
4987,2021-02-19,Perlis,508,57,493,0,5,5,3,2,5,6,6,273
4988,2021-02-19,Pulau Pinang,1292,224,1249,0,23,23,0,17,17,126,0,682
4989,2021-02-19,Sabah,2948,1106,2801,7,27,34,16,44,60,265,48,1321
4990,2021-02-19,Sarawak,3054,866,2970,53,228,281,71,105,176,296,248,1456
4991,2021-02-19,Selangor,5161,1304,4933,194,141,335,124,165,289,470,441,2568
4992,2021-02-19,Terengganu,1307,288,1290,2,10,12,2,9,11,104,14,690
4993,2021-02-19,W.P. Kuala Lumpur,3997,798,3930,3,26,29,1,38,39,243,64,1573
4994,2021-02-19,W.P. Labuan,122,25,112,0,0,0,1,1,2,5,1,71
4995,2021-02-20,Johor,4550,952,4432,81,52,133,53,47,100,460,160,44
4996,2021-02-20,Kedah,1924,426,1863,0,20,20,2,24,26,130,1,1277
4997,2021-02-20,Kelantan,2686,398,2557,0,23,23,1,34,35,143,2,1294
4998,2021-02-20,Melaka,1101,231,1048,2,15,17,1,14,15,62,12,753
4999,2021-02-20,Negeri Sembilan,1331,633,1284,3,18,21,2,23,25,133,3,665
5000,2021-02-20,Pahang,2170,701,2113,2,17,19,1,17,18,108,5,1068
5001,2021-02-20,Perak,2728,359,2656,1,11,12,3,17,20,101,5,1611
5002,2021-02-20,Perlis,508,57,493,0,0,0,1,0,1,6,5,268
5003,2021-02-20,Pulau Pinang,1292,224,1249,0,28,28,0,23,23,133,0,724
5004,2021-02-20,Sabah,2948,1106,2801,16,45,61,13,40,53,269,48,1196
5005,2021-02-20,Sarawak,3054,866,2970,62,129,191,33,86,119,296,260,1428
5006,2021-02-20,Selangor,5161,1304,4933,218,99,317,139,99,238,470,400,2556
5007,2021-02-20,Terengganu,1307,288,1290,0,6,6,3,9,12,101,11,695
5008,2021-02-20,W.P. Kuala Lumpur,3997,798,3930,3,42,45,8,41,49,240,46,1293
5009,2021-02-20,W.P. Labuan,122,25,112,1,0,1,0,2,2,3,2,64
5010,2021-02-21,Johor,4550,952,4432,82,51,133,61,28,89,470,163,43
5011,2021-02-21,Kedah,1924,426,1863,0,10,10,0,17,17,141,3,1329
5012,2021-02-21,Kelantan,2641,337,2512,2,46,48,1,19,20,178,2,1395
5013,2021-02-21,Melaka,1101,231,1048,2,7,9,3,9,12,59,8,772
5014,2021-02-21,Negeri Sembilan,1331,633,1284,0,12,12,0,20,20,121,3,585
5015,2021-02-21,Pahang,2170,701,2113,0,7,7,0,9,9,111,1,1045
5016,2021-02-21,Perak,2728,359,2656,0,17,17,0,13,13,104,4,1557
5017,2021-02-21,Perlis,508,57,493,2,3,5,1,0,1,9,6,276
5018,2021-02-21,Pulau Pinang,1292,224,1249,0,16,16,0,21,21,125,0,690
5019,2021-02-21,Sabah,2948,1106,2801,14,34,48,11,17,28,260,47,1181
5020,2021-02-21,Sarawak,3054,866,2970,50,43,93,45,184,229,296,274,1398
5021,2021-02-21,Selangor,5161,1304,4933,129,91,220,121,90,211,463,451,2537
5022,2021-02-21,Terengganu,1307,288,1290,3,8,11,3,23,26,86,11,750
5023,2021-02-21,W.P. Kuala Lumpur,3997,798,3930,6,45,51,8,51,59,222,45,1336
5024,2021-02-21,W.P. Labuan,122,25,112,0,0,0,0,0,0,3,2,59
5025,2021-02-22,Johor,4550,952,4432,108,73,181,98,48,146,470,184,39
5026,2021-02-22,Kedah,1924,426,1863,7,11,18,0,26,26,120,11,1377
5027,2021-02-22,Kelantan,2641,337,2512,1,17,18,1,8,9,186,2,1453
5028,2021-02-22,Melaka,1101,231,1048,0,6,6,2,2,4,63,6,747
5029,2021-02-22,Negeri Sembilan,1331,633,1284,0,8,8,0,14,14,115,3,590
5030,2021-02-22,Pahang,2170,701,2113,2,3,5,2,12,14,102,4,1126
5031,2021-02-22,Perak,2728,359,2656,1,15,16,0,9,9,113,3,1649
5032,2021-02-22,Perlis,508,57,493,1,0,1,2,0,2,9,5,270
5033,2021-02-22,Pulau Pinang,1292,224,1249,0,12,12,0,15,15,123,0,761
5034,2021-02-22,Sabah,2948,1106,2801,13,30,43,6,24,30,265,54,1237
5035,2021-02-22,Sarawak,3054,866,2970,139,78,217,20,73,93,281,379,1400
5036,2021-02-22,Selangor,5161,1304,4933,161,96,257,103,77,180,490,508,2560
5037,2021-02-22,Terengganu,1307,288,1290,2,5,7,2,7,9,82,11,779
5038,2021-02-22,W.P. Kuala Lumpur,3997,798,3930,0,21,21,1,22,23,228,65,1582
5039,2021-02-22,W.P. Labuan,122,25,112,2,0,2,0,0,0,3,4,72
5040,2021-02-23,Johor,4550,952,4432,118,61,179,93,27,120,483,157,38
5041,2021-02-23,Kedah,1924,426,1863,1,13,14,0,20,20,118,8,1391
5042,2021-02-23,Kelantan,2641,337,2512,0,26,26,2,27,29,183,0,1510
5043,2021-02-23,Melaka,1101,231,1048,2,3,5,1,4,5,60,8,773
5044,2021-02-23,Negeri Sembilan,1331,633,1284,1,18,19,2,21,23,112,2,669
5045,2021-02-23,Pahang,2170,701,2113,0,4,4,1,11,12,101,3,1215
5046,2021-02-23,Perak,2728,359,2656,0,43,43,0,14,14,137,3,1746
5047,2021-02-23,Perlis,508,57,493,0,0,0,2,1,3,8,3,293
5048,2021-02-23,Pulau Pinang,1292,224,1249,0,11,11,0,17,17,108,0,792
5049,2021-02-23,Sabah,2948,966,2801,12,27,39,8,25,33,264,56,1330
5050,2021-02-23,Sarawak,3054,866,2970,89,166,255,48,181,229,290,385,1389
5051,2021-02-23,Selangor,5161,1304,4933,162,80,242,121,107,228,458,483,2658
5052,2021-02-23,Terengganu,1307,288,1290,1,0,1,1,6,7,76,11,695
5053,2021-02-23,W.P. Kuala Lumpur,3997,798,3930,5,10,15,6,15,21,224,65,1653
5054,2021-02-23,W.P. Labuan,122,25,112,0,0,0,0,1,1,2,5,82
5055,2021-02-24,Johor,4550,952,4432,86,25,111,81,65,146,490,134,44
5056,2021-02-24,Kedah,1924,418,1863,0,8,8,0,25,25,98,7,1395
5057,2021-02-24,Kelantan,2641,337,2512,3,39,42,1,25,26,199,1,1491
5058,2021-02-24,Melaka,1101,231,1048,5,7,12,1,10,11,57,12,780
5059,2021-02-24,Negeri Sembilan,1331,633,1284,0,11,11,0,7,7,117,0,628
5060,2021-02-24,Pahang,2170,701,2113,0,2,2,2,7,9,92,1,1126
5061,2021-02-24,Perak,2728,359,2656,1,6,7,2,18,20,122,4,1767
5062,2021-02-24,Perlis,508,57,493,3,0,3,3,0,3,8,3,284
5063,2021-02-24,Pulau Pinang,1292,248,1249,0,22,22,0,17,17,112,0,814
5064,2021-02-24,Sabah,2948,966,2801,7,36,43,21,21,42,259,43,1389
5065,2021-02-24,Sarawak,3054,870,2970,49,133,182,79,125,204,292,349,1447
5066,2021-02-24,Selangor,5161,1304,4933,161,73,234,99,79,178,455,461,2687
5067,2021-02-24,Terengganu,1307,288,1290,4,4,8,4,23,27,57,11,768
5068,2021-02-24,W.P. Kuala Lumpur,3997,773,3930,2,10,12,9,23,32,215,67,1640
5069,2021-02-24,W.P. Labuan,122,25,112,0,0,0,0,0,0,2,5,81
5070,2021-02-25,Johor,4550,952,4432,123,59,182,73,38,111,486,152,48
5071,2021-02-25,Kedah,1924,418,1863,0,4,4,1,20,21,81,6,1431
5072,2021-02-25,Kelantan,2641,337,2512,0,23,23,3,19,22,197,0,1395
5073,2021-02-25,Melaka,1101,231,1048,3,3,6,4,7,11,53,9,36
5074,2021-02-25,Negeri Sembilan,1331,633,1284,7,19,26,0,21,21,115,7,632
5075,2021-02-25,Pahang,2170,701,2113,0,8,8,0,26,26,74,1,1162
5076,2021-02-25,Perak,2728,359,2656,2,15,17,0,25,25,114,4,1811
5077,2021-02-25,Perlis,508,57,493,0,0,0,2,0,2,8,2,272
5078,2021-02-25,Pulau Pinang,1292,248,1249,0,38,38,0,23,23,127,0,797
5079,2021-02-25,Sabah,2948,966,2801,9,30,39,21,26,47,242,31,1363
5080,2021-02-25,Sarawak,3054,870,2970,57,172,229,51,211,262,296,133,1539
5081,2021-02-25,Selangor,5161,1304,4933,149,61,210,144,113,257,402,450,2715
5082,2021-02-25,Terengganu,1307,288,1287,6,5,11,5,11,16,50,12,709
5083,2021-02-25,W.P. Kuala Lumpur,3997,773,3930,3,15,18,7,31,38,188,62,1689
5084,2021-02-25,W.P. Labuan,122,25,112,0,0,0,0,1,1,2,1,86
5085,2021-02-26,Johor,4550,952,4432,108,51,159,82,52,134,451,139,45
5086,2021-02-26,Kedah,1924,418,1863,3,5,8,0,6,6,84,8,1317
5087,2021-02-26,Kelantan,2641,337,2512,2,30,32,0,24,24,205,0,1305
5088,2021-02-26,Melaka,1101,165,1048,3,8,11,0,11,11,50,12,785
5089,2021-02-26,Negeri Sembilan,1331,633,1284,2,13,15,3,10,13,118,6,581
5090,2021-02-26,Pahang,2170,701,2113,0,19,19,0,13,13,78,1,1119
5091,2021-02-26,Perak,2728,359,2656,2,26,28,1,8,9,132,6,1815
5092,2021-02-26,Perlis,508,57,493,1,0,1,0,5,5,3,2,280
5093,2021-02-26,Pulau Pinang,1292,248,1249,0,24,24,0,3,3,152,0,771
5094,2021-02-26,Sabah,2948,966,2801,10,22,32,8,31,39,246,39,1409
5095,2021-02-26,Sarawak,3054,870,2970,56,293,349,80,114,194,325,112,1394
5096,2021-02-26,Selangor,5161,1316,4933,170,67,237,94,84,178,398,415,2388
5097,2021-02-26,Terengganu,1307,288,1287,14,3,17,1,4,5,49,25,714
5098,2021-02-26,W.P. Kuala Lumpur,3997,723,3930,4,18,22,7,29,36,180,56,1579
5099,2021-02-26,W.P. Labuan,122,25,112,0,1,1,0,1,1,2,1,64
5100,2021-02-27,Johor,4550,952,4432,111,77,188,90,21,111,454,124,42
5101,2021-02-27,Kedah,1924,418,1863,1,8,9,0,16,16,77,7,1341
5102,2021-02-27,Kelantan,2641,337,2512,1,33,34,2,22,24,203,1,1297
5103,2021-02-27,Melaka,1101,165,1048,3,9,12,2,5,7,54,11,710
5104,2021-02-27,Negeri Sembilan,1331,633,1284,0,18,18,2,17,19,119,4,575
5105,2021-02-27,Pahang,2170,701,2113,0,3,3,0,18,18,62,1,1107
5106,2021-02-27,Perak,2728,359,2656,0,9,9,0,18,18,121,6,1705
5107,2021-02-27,Perlis,508,57,493,0,1,1,0,0,0,4,3,268
5108,2021-02-27,Pulau Pinang,1292,248,1249,0,20,20,0,18,18,153,0,709
5109,2021-02-27,Sabah,2948,966,2805,11,36,47,11,43,54,226,39,1349
5110,2021-02-27,Sarawak,3054,870,2970,42,69,111,83,196,279,330,110,1334
5111,2021-02-27,Selangor,5161,1316,4933,149,68,217,99,84,183,385,452,2630
5112,2021-02-27,Terengganu,1307,288,1287,18,1,19,2,4,6,46,41,744
5113,2021-02-27,W.P. Kuala Lumpur,3997,723,3930,16,24,40,15,57,72,181,56,1529
5114,2021-02-27,W.P. Labuan,122,25,112,0,0,0,0,0,0,2,1,75
5115,2021-02-28,Johor,4550,952,4432,97,26,123,60,42,102,444,154,42
5116,2021-02-28,Kedah,1924,418,1863,3,0,3,0,16,16,62,9,1342
5117,2021-02-28,Kelantan,2641,337,2512,0,28,28,1,38,39,194,0,1381
5118,2021-02-28,Melaka,1101,165,1048,3,2,5,5,10,15,46,11,681
5119,2021-02-28,Negeri Sembilan,1331,633,1284,3,6,9,1,5,6,117,6,593
5120,2021-02-28,Pahang,2170,701,2113,0,1,1,0,3,3,60,0,1085
5121,2021-02-28,Perak,2728,359,2656,3,26,29,0,17,17,131,7,1651
5122,2021-02-28,Perlis,508,57,493,0,0,0,1,0,1,4,2,257
5123,2021-02-28,Pulau Pinang,1292,248,1249,0,10,10,0,19,19,137,0,679
5124,2021-02-28,Sabah,2948,966,2805,5,28,33,8,23,31,219,38,1326
5125,2021-02-28,Sarawak,3054,870,2968,47,205,252,55,187,242,338,116,1340
5126,2021-02-28,Selangor,5161,1316,4933,147,72,219,82,59,141,398,442,2622
5127,2021-02-28,Terengganu,1307,288,1287,0,2,2,5,9,14,39,36,841
5128,2021-02-28,W.P. Kuala Lumpur,3997,723,3930,4,10,14,8,21,29,141,55,1481
5129,2021-02-28,W.P. Labuan,122,25,112,0,0,0,0,0,0,1,1,64
5130,2021-03-01,Johor,4550,952,4432,108,39,147,68,44,112,417,154,41
5131,2021-03-01,Kedah,1924,418,1863,2,6,8,1,12,13,61,6,1383
5132,2021-03-01,Kelantan,2641,337,2512,1,18,19,0,26,26,187,1,1406
5133,2021-03-01,Melaka,1101,165,1048,1,3,4,1,4,5,45,11,702
5134,2021-03-01,Negeri Sembilan,1251,503,1204,0,12,12,1,15,16,110,6,620
5135,2021-03-01,Pahang,2170,701,2113,0,5,5,0,8,8,57,1,1084
5136,2021-03-01,Perak,2728,359,2656,0,12,12,0,14,14,121,6,1712
5137,2021-03-01,Perlis,508,57,493,0,0,0,1,3,4,1,1,275
5138,2021-03-01,Pulau Pinang,1292,248,1249,0,7,7,0,16,16,124,0,722
5139,2021-03-01,Sabah,2948,966,2805,5,19,24,5,20,25,217,37,1360
5140,2021-03-01,Sarawak,3054,870,2968,42,151,193,60,186,246,356,68,1357
5141,2021-03-01,Selangor,5161,1316,4933,120,80,200,112,79,191,399,398,2647
5142,2021-03-01,Terengganu,1307,288,1287,3,7,10,7,6,13,40,33,835
5143,2021-03-01,W.P. Kuala Lumpur,3997,723,3930,2,9,11,4,12,16,138,50,1595
5144,2021-03-01,W.P. Labuan,122,25,112,0,0,0,0,0,0,1,1,65
5145,2021-03-02,Johor,4550,952,4432,97,45,142,80,60,140,386,147,2941
5146,2021-03-02,Kedah,1924,418,1863,0,9,9,0,15,15,55,3,1411
5147,2021-03-02,Kelantan,2641,337,2512,0,13,13,0,23,23,177,1,1485
5148,2021-03-02,Melaka,1101,165,1048,1,4,5,6,3,9,46,6,752
5149,2021-03-02,Negeri Sembilan,1251,503,1204,0,9,9,2,16,18,104,3,656
5150,2021-03-02,Pahang,2170,701,2113,0,6,6,1,8,9,53,0,1161
5151,2021-03-02,Perak,2728,359,2656,0,8,8,0,16,16,110,10,1701
5152,2021-03-02,Perlis,508,57,493,1,0,1,0,0,0,1,2,303
5153,2021-03-02,Pulau Pinang,1292,248,1249,0,14,14,0,13,13,124,0,790
5154,2021-03-02,Sabah,2948,932,2815,6,25,31,8,18,26,217,37,1361
5155,2021-03-02,Sarawak,3054,870,2968,62,180,242,37,225,262,360,108,1804
5156,2021-03-02,Selangor,5161,1316,4933,159,87,246,132,66,198,422,498,2717
5157,2021-03-02,Terengganu,1307,288,1287,3,3,6,9,8,17,35,27,894
5158,2021-03-02,W.P. Kuala Lumpur,3997,723,3930,1,20,21,5,14,19,139,40,1675
5159,2021-03-02,W.P. Labuan,122,25,112,0,0,0,0,0,0,1,1,60
5160,2021-03-03,Johor,4550,952,4432,101,43,144,70,35,105,386,143,2901
5161,2021-03-03,Kedah,1924,418,1863,0,6,6,0,14,14,47,2,1428
5162,2021-03-03,Kelantan,2641,337,2512,0,23,23,1,29,30,181,0,1475
5163,2021-03-03,Melaka,1101,165,1048,0,7,7,1,7,8,46,5,775
5164,2021-03-03,Negeri Sembilan,1251,503,1204,1,28,29,1,17,18,114,3,656
5165,2021-03-03,Pahang,2170,701,2113,0,1,1,0,4,4,51,0,1183
5166,2021-03-03,Perak,2728,359,2656,1,9,10,3,15,18,105,6,1768
5167,2021-03-03,Perlis,508,57,493,4,0,4,1,0,1,1,4,311
5168,2021-03-03,Pulau Pinang,1292,248,1249,0,15,15,0,14,14,126,0,815
5169,2021-03-03,Sabah,2948,932,2815,9,30,39,4,19,23,222,39,1346
5170,2021-03-03,Sarawak,3054,870,2967,70,96,166,64,137,201,335,101,1479
5171,2021-03-03,Selangor,5161,1316,4933,181,65,246,114,78,192,414,448,2777
5172,2021-03-03,Terengganu,1307,288,1287,5,5,10,6,5,11,35,26,809
5173,2021-03-03,W.P. Kuala Lumpur,3997,705,3930,2,3,5,4,19,23,124,28,1777
5174,2021-03-03,W.P. Labuan,122,25,112,5,0,5,0,1,1,1,6,74
5175,2021-03-04,Johor,4550,952,4432,74,40,114,48,31,79,384,141,2888
5176,2021-03-04,Kedah,1924,338,1863,2,3,5,2,8,10,53,2,1376
5177,2021-03-04,Kelantan,2641,337,2512,0,19,19,0,24,24,173,0,1456
5178,2021-03-04,Melaka,1101,165,1048,0,7,7,1,2,3,51,4,30
5179,2021-03-04,Negeri Sembilan,1251,503,1204,0,5,5,0,14,14,104,3,666
5180,2021-03-04,Pahang,2170,701,2113,2,8,10,0,7,7,52,2,1162
5181,2021-03-04,Perak,2728,359,2656,1,9,10,1,12,13,99,7,1796
5182,2021-03-04,Perlis,508,57,493,0,1,1,0,0,0,2,3,317
5183,2021-03-04,Pulau Pinang,1292,248,1249,0,11,11,0,20,20,121,0,812
5184,2021-03-04,Sabah,2948,932,2823,12,44,56,10,19,29,237,35,1419
5185,2021-03-04,Sarawak,3054,870,2967,29,131,160,47,200,247,352,88,1475
5186,2021-03-04,Selangor,5161,1316,4933,159,58,217,119,88,207,386,450,2803
5187,2021-03-04,Terengganu,1307,288,1287,1,7,8,4,3,7,39,25,772
5188,2021-03-04,W.P. Kuala Lumpur,3997,705,3930,3,2,5,8,8,16,109,25,1873
5189,2021-03-04,W.P. Labuan,122,25,112,0,0,0,0,0,0,1,3,79
5190,2021-03-05,Johor,4550,952,4432,100,55,155,71,44,115,370,155,2772
5191,2021-03-05,Kedah,1924,338,1863,3,5,8,0,6,6,42,4,1318
5192,2021-03-05,Kelantan,2641,337,2512,0,18,18,0,23,23,169,0,1346
5193,2021-03-05,Melaka,1101,165,1048,3,2,5,1,10,11,43,6,829
5194,2021-03-05,Negeri Sembilan,1251,503,1204,4,11,15,3,13,16,101,4,668
5195,2021-03-05,Pahang,2170,701,2113,2,3,5,1,9,10,43,3,1202
5196,2021-03-05,Perak,2728,359,2656,0,11,11,2,29,31,82,4,1753
5197,2021-03-05,Perlis,508,57,493,0,1,1,1,0,1,3,2,325
5198,2021-03-05,Pulau Pinang,1292,248,1249,0,15,15,0,38,38,109,0,823
5199,2021-03-05,Sabah,2948,932,2823,9,34,43,5,24,29,220,42,1383
5200,2021-03-05,Sarawak,3054,870,2967,60,264,324,51,158,209,366,94,1467
5201,2021-03-05,Selangor,5161,1316,4933,195,75,270,115,94,209,372,435,2841
5202,2021-03-05,Terengganu,1307,288,1287,4,4,8,3,5,8,38,26,756
5203,2021-03-05,W.P. Kuala Lumpur,3997,705,3930,4,10,14,6,21,27,101,25,1940
5204,2021-03-05,W.P. Labuan,122,25,112,1,0,1,1,0,1,2,4,76
5205,2021-03-06,Johor,4550,952,4432,105,53,158,45,34,79,377,144,2718
5206,2021-03-06,Kedah,1924,338,1863,4,5,9,0,4,4,44,7,1317
5207,2021-03-06,Kelantan,2641,337,2512,3,11,14,0,28,28,152,0,1329
5208,2021-03-06,Melaka,1101,165,1048,1,1,2,0,5,5,39,7,761
5209,2021-03-06,Negeri Sembilan,1251,503,1204,0,10,10,0,23,23,96,3,675
5210,2021-03-06,Pahang,2170,701,2113,2,5,7,2,7,9,39,3,1177
5211,2021-03-06,Perak,2728,359,2656,0,5,5,1,18,19,69,4,1649
5212,2021-03-06,Perlis,508,57,493,5,0,5,1,0,1,3,7,319
5213,2021-03-06,Pulau Pinang,1292,248,1249,0,16,16,0,20,20,95,0,776
5214,2021-03-06,Sabah,2948,932,2823,10,16,26,17,31,48,205,33,1216
5215,2021-03-06,Sarawak,3054,870,2967,56,247,303,50,252,302,347,90,1170
5216,2021-03-06,Selangor,5161,1366,4933,181,73,254,99,87,186,365,553,2705
5217,2021-03-06,Terengganu,1231,212,1211,1,4,5,4,3,7,39,24,719
5218,2021-03-06,W.P. Kuala Lumpur,3997,705,3930,1,8,9,0,15,15,91,28,1836
5219,2021-03-06,W.P. Labuan,122,25,112,0,2,2,0,0,0,3,2,69
5220,2021-03-07,Johor,4550,952,4432,145,25,170,71,20,91,362,132,2842
5221,2021-03-07,Kedah,1844,215,1783,0,4,4,0,4,4,48,4,1372
5222,2021-03-07,Kelantan,2497,327,2373,2,17,19,1,32,33,137,3,1254
5223,2021-03-07,Melaka,1101,165,1048,1,2,3,0,11,11,30,8,727
5224,2021-03-07,Negeri Sembilan,1251,503,1204,0,24,24,1,9,10,102,3,647
5225,2021-03-07,Pahang,2170,701,2113,2,1,3,1,3,4,37,4,1136
5226,2021-03-07,Perak,2728,359,2656,0,12,12,0,11,11,70,5,1549
5227,2021-03-07,Perlis,508,57,493,6,6,12,2,0,2,7,8,308
5228,2021-03-07,Pulau Pinang,1292,248,1249,0,17,17,0,15,15,95,0,730
5229,2021-03-07,Sabah,2948,932,2823,10,12,22,6,22,28,199,36,1310
5230,2021-03-07,Sarawak,3054,870,2967,62,169,231,50,187,237,325,88,1365
5231,2021-03-07,Selangor,5161,1366,4933,192,70,262,124,84,208,354,485,2684
5232,2021-03-07,Terengganu,1231,212,1211,2,4,6,6,2,8,41,20,785
5233,2021-03-07,W.P. Kuala Lumpur,3997,705,3930,4,6,10,4,13,17,87,23,1801
5234,2021-03-07,W.P. Labuan,122,25,112,2,0,2,1,1,2,2,3,67
5235,2021-03-08,Johor,4550,952,4432,99,75,174,56,43,99,371,131,2890
5236,2021-03-08,Kedah,1844,215,1783,1,5,6,2,5,7,47,3,1410
5237,2021-03-08,Kelantan,2497,327,2373,0,12,12,4,21,25,127,0,1349
5238,2021-03-08,Melaka,1101,165,1048,0,2,2,1,3,4,29,7,733
5239,2021-03-08,Negeri Sembilan,1251,503,1204,1,8,9,0,10,10,102,3,641
5240,2021-03-08,Pahang,2170,701,2113,2,7,9,2,6,8,37,4,1233
5241,2021-03-08,Perak,2728,359,2656,0,9,9,1,16,17,65,2,1638
5242,2021-03-08,Perlis,508,57,493,5,7,12,1,0,1,14,6,317
5243,2021-03-08,Pulau Pinang,1292,248,1249,0,18,18,0,14,14,96,0,766
5244,2021-03-08,Sabah,2948,932,2823,5,14,19,10,16,26,195,31,1321
5245,2021-03-08,Sarawak,3054,870,2967,52,107,159,51,157,208,325,86,1393
5246,2021-03-08,Selangor,5161,1366,4933,195,60,255,127,72,199,342,485,2686
5247,2021-03-08,Terengganu,1231,212,1211,1,3,4,3,4,7,39,18,829
5248,2021-03-08,W.P. Kuala Lumpur,3997,700,3930,4,3,7,3,7,10,83,6,1885
5249,2021-03-08,W.P. Labuan,122,25,112,0,1,1,2,1,3,2,1,72
5250,2021-03-09,Johor,4550,952,4432,95,29,124,62,20,82,364,162,2951
5251,2021-03-09,Kedah,1844,215,1783,2,9,11,0,6,6,55,3,1377
5252,2021-03-09,Kelantan,2497,327,2373,1,14,15,0,13,13,128,1,1385
5253,2021-03-09,Melaka,1101,125,1048,0,2,2,4,4,8,27,3,36
5254,2021-03-09,Negeri Sembilan,1251,503,1204,0,9,9,0,11,11,99,0,676
5255,2021-03-09,Pahang,2170,701,2113,1,2,3,1,9,10,30,4,1238
5256,2021-03-09,Perak,2728,359,2656,0,10,10,0,11,11,64,3,1748
5257,2021-03-09,Perlis,508,57,493,3,0,3,0,0,0,9,9,339
5258,2021-03-09,Pulau Pinang,1292,248,1249,0,22,22,0,13,13,107,0,841
5259,2021-03-09,Sabah,2948,932,2823,13,15,28,6,33,39,191,36,1442
5260,2021-03-09,Sarawak,3054,870,2967,52,152,204,71,130,201,339,74,1439
5261,2021-03-09,Selangor,5161,1330,4933,165,65,230,99,72,171,331,384,3168
5262,2021-03-09,Terengganu,1231,212,1211,10,3,13,2,3,5,39,26,850
5263,2021-03-09,W.P. Kuala Lumpur,3997,690,3930,3,5,8,2,12,14,76,17,1907
5264,2021-03-09,W.P. Labuan,122,25,112,0,0,0,1,0,1,2,0,78
5265,2021-03-10,Johor,4550,952,4432,98,40,138,74,25,99,348,140,2959
5266,2021-03-10,Kedah,1844,215,1783,3,5,8,0,9,9,47,6,1398
5267,2021-03-10,Kelantan,2497,327,2373,1,11,12,1,24,25,113,1,1339
5268,2021-03-10,Melaka,1101,125,1048,0,1,1,2,6,8,22,1,815
5269,2021-03-10,Negeri Sembilan,1251,503,1204,2,6,8,1,11,12,93,4,701
5270,2021-03-10,Pahang,2170,701,2113,0,0,0,1,4,5,26,3,1296
5271,2021-03-10,Perak,2728,359,2656,0,9,9,0,6,6,69,1,1853
5272,2021-03-10,Perlis,508,57,493,1,0,1,1,0,1,9,9,325
5273,2021-03-10,Pulau Pinang,1292,248,1249,0,15,15,0,6,6,114,0,707
5274,2021-03-10,Sabah,2948,932,2823,16,23,39,6,16,22,191,44,1453
5275,2021-03-10,Sarawak,3054,870,2967,70,280,350,56,109,165,347,100,1419
5276,2021-03-10,Selangor,5161,1330,4933,192,67,259,116,71,187,353,456,2787
5277,2021-03-10,Terengganu,1231,212,1211,7,10,17,8,2,10,47,25,823
5278,2021-03-10,W.P. Kuala Lumpur,3997,358,3930,3,8,11,4,7,11,77,18,1950
5279,2021-03-10,W.P. Labuan,122,25,112,0,0,0,0,0,0,2,0,77
5280,2021-03-11,Johor,4550,952,4432,118,37,155,70,28,98,337,150,2961
5281,2021-03-11,Kedah,1844,215,1783,2,6,8,0,6,6,50,5,1387
5282,2021-03-11,Kelantan,2497,327,2373,4,12,16,1,12,13,108,4,1361
5283,2021-03-11,Melaka,1101,125,1048,1,0,1,0,8,8,14,2,826
5284,2021-03-11,Negeri Sembilan,1251,503,1204,1,5,6,0,19,19,78,5,713
5285,2021-03-11,Pahang,2170,701,2113,2,2,4,3,8,11,20,3,1232
5286,2021-03-11,Perak,2728,359,2656,1,6,7,0,7,7,68,3,1871
5287,2021-03-11,Perlis,508,57,493,2,2,4,4,0,4,10,7,312
5288,2021-03-11,Pulau Pinang,1292,248,1249,0,22,22,0,13,13,121,0,777
5289,2021-03-11,Sabah,2948,817,2823,11,24,35,5,21,26,170,41,1534
5290,2021-03-11,Sarawak,3054,870,2967,58,123,181,69,258,327,345,91,1476
5291,2021-03-11,Selangor,5161,1330,4933,138,57,195,106,90,196,362,303,1953
5292,2021-03-11,Terengganu,1231,212,1211,6,4,10,1,5,6,46,30,815
5293,2021-03-11,W.P. Kuala Lumpur,3997,326,3930,1,8,9,4,13,17,72,14,1908
5294,2021-03-11,W.P. Labuan,122,25,112,0,0,0,0,0,0,2,1,71
5295,2021-03-12,Johor,4550,952,4432,101,45,146,63,37,100,336,148,2835
5296,2021-03-12,Kedah,1844,215,1783,3,7,10,1,4,5,48,4,1385
5297,2021-03-12,Kelantan,2497,327,2373,1,19,20,2,22,24,106,3,1248
5298,2021-03-12,Melaka,1101,125,1048,0,10,10,1,3,4,21,1,833
5299,2021-03-12,Negeri Sembilan,1251,503,1204,1,6,7,1,8,9,76,5,675
