,date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
1169,2020-06-09,W.P. Labuan,122,11,115,1,0,1,0,0,0,1,5,89
1170,2020-06-10,Johor,2646,586,2579,0,1,1,2,0,2,2,3,142
1171,2020-06-10,Kedah,1218,170,1183,0,0,0,0,0,0,0,0,914
1172,2020-06-10,Kelantan,1614,232,1541,0,0,0,0,0,0,0,0,1076
1173,2020-06-10,Melaka,1091,26,1039,1,0,1,0,0,0,14,1,836
1174,2020-06-10,Negeri Sembilan,1223,430,1205,0,0,0,0,30,30,109,0,727
1175,2020-06-10,Pahang,1669,69,1616,0,0,0,0,2,2,19,1,962
1176,2020-06-10,Perak,2619,323,2549,0,0,0,0,0,0,1,0,1690
1177,2020-06-10,Perlis,508,12,495,0,0,0,0,0,0,0,0,313
1178,2020-06-10,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,792
1179,2020-06-10,Sabah,2554,502,2478,5,0,5,3,1,4,8,17,1341
1180,2020-06-10,Sarawak,2390,736,2327,19,1,20,4,1,5,14,34,1538
1181,2020-06-10,Selangor,887,552,783,4,4,8,11,9,20,87,34,77
1182,2020-06-10,Terengganu,1232,132,1209,0,0,0,0,0,0,0,0,826
1183,2020-06-10,W.P. Kuala Lumpur,3453,121,3252,0,0,0,0,1,1,1,2,1827
1184,2020-06-10,W.P. Labuan,122,11,115,4,0,4,0,0,0,1,9,74
1185,2020-06-11,Johor,2646,586,2579,0,0,0,2,0,2,2,3,154
1186,2020-06-11,Kedah,1218,170,1183,0,0,0,0,0,0,0,0,950
1187,2020-06-11,Kelantan,1614,232,1541,1,0,1,0,0,0,0,1,1030
1188,2020-06-11,Melaka,1091,26,1039,0,0,0,0,1,1,13,1,755
1189,2020-06-11,Negeri Sembilan,1223,430,1205,0,0,0,0,11,11,100,0,741
1190,2020-06-11,Pahang,1669,59,1616,0,0,0,0,0,0,19,1,964
1191,2020-06-11,Perak,2619,323,2549,1,0,1,0,0,0,1,1,1740
1192,2020-06-11,Perlis,508,12,495,0,0,0,0,0,0,0,0,328
1193,2020-06-11,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,806
1194,2020-06-11,Sabah,2554,502,2478,4,0,4,7,2,9,6,14,1390
1195,2020-06-11,Sarawak,2390,736,2327,4,0,4,18,5,23,9,24,1522
1196,2020-06-11,Selangor,887,552,783,7,9,16,12,8,20,74,32,72
1197,2020-06-11,Terengganu,1232,132,1209,0,0,0,0,0,0,0,0,792
1198,2020-06-11,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,1,2,1927
1199,2020-06-11,W.P. Labuan,122,11,115,0,0,0,2,0,2,1,7,72
1200,2020-06-12,Johor,2646,586,2579,2,1,3,2,1,3,3,4,142
1201,2020-06-12,Kedah,1218,170,1183,0,0,0,0,0,0,0,0,852
1202,2020-06-12,Kelantan,1614,232,1541,0,4,4,1,0,1,4,0,974
1203,2020-06-12,Melaka,1091,26,1039,0,1,1,0,0,0,14,1,808
1204,2020-06-12,Negeri Sembilan,1223,430,1205,0,20,20,0,31,31,89,0,724
1205,2020-06-12,Pahang,1669,59,1616,0,0,0,0,0,0,19,1,965
1206,2020-06-12,Perak,2619,323,2549,0,1,1,0,1,1,1,1,1721
1207,2020-06-12,Perlis,508,12,495,0,0,0,0,0,0,0,0,326
1208,2020-06-12,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,782
1209,2020-06-12,Sabah,2554,502,2478,3,0,3,2,1,3,5,15,1329
1210,2020-06-12,Sarawak,2390,736,2327,7,0,7,18,1,19,8,14,1595
1211,2020-06-12,Selangor,887,552,783,1,9,10,9,3,12,69,25,72
1212,2020-06-12,Terengganu,1232,132,1209,0,0,0,0,0,0,0,0,716
1213,2020-06-12,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,1,2,1927
1214,2020-06-12,W.P. Labuan,122,11,115,0,0,0,3,0,3,1,4,75
1215,2020-06-13,Johor,2646,586,2579,0,0,0,1,0,1,3,2,152
1216,2020-06-13,Kedah,1218,170,1183,0,0,0,0,0,0,0,0,817
1217,2020-06-13,Kelantan,1614,232,1541,0,1,1,0,0,0,5,0,922
1218,2020-06-13,Melaka,1091,26,1039,2,2,4,0,0,0,16,3,724
1219,2020-06-13,Negeri Sembilan,1223,430,1205,0,0,0,0,16,16,73,0,696
1220,2020-06-13,Pahang,1669,59,1616,1,0,1,1,0,1,18,1,948
1221,2020-06-13,Perak,2619,323,2549,0,0,0,1,0,1,1,0,1571
1222,2020-06-13,Perlis,508,12,495,0,0,0,0,0,0,0,0,310
1223,2020-06-13,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,725
1224,2020-06-13,Sabah,2554,502,2478,3,1,4,4,0,4,6,14,1382
1225,2020-06-13,Sarawak,2390,736,2327,6,0,6,7,2,9,7,13,1481
1226,2020-06-13,Selangor,887,552,783,7,20,27,2,8,10,79,29,73
1227,2020-06-13,Terengganu,1232,132,1209,26,1,27,0,0,0,1,26,705
1228,2020-06-13,W.P. Kuala Lumpur,3453,106,3252,1,0,1,1,0,1,1,2,1690
1229,2020-06-13,W.P. Labuan,122,11,115,0,0,0,1,0,1,1,3,82
1230,2020-06-14,Johor,2646,586,2579,0,2,2,0,0,0,5,2,167
1231,2020-06-14,Kedah,1218,170,1183,2,1,3,2,0,2,2,2,877
1232,2020-06-14,Kelantan,1614,232,1541,1,0,1,0,0,0,5,1,976
1233,2020-06-14,Melaka,1091,26,1039,1,2,3,0,5,5,13,4,710
1234,2020-06-14,Negeri Sembilan,1223,430,1205,0,4,4,0,2,2,75,0,680
1235,2020-06-14,Pahang,1669,59,1616,0,2,2,1,15,16,5,1,958
1236,2020-06-14,Perak,2619,323,2549,0,1,1,0,0,0,2,0,1580
1237,2020-06-14,Perlis,508,12,495,0,0,0,0,0,0,0,0,305
1238,2020-06-14,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,707
1239,2020-06-14,Sabah,2554,502,2478,4,0,4,2,0,2,6,16,1285
1240,2020-06-14,Sarawak,2390,736,2327,11,1,12,3,1,4,7,20,1482
1241,2020-06-14,Selangor,887,552,783,1,26,27,4,3,7,99,42,67
1242,2020-06-14,Terengganu,1232,132,1209,0,0,0,0,0,0,1,26,786
1243,2020-06-14,W.P. Kuala Lumpur,3453,106,3252,1,0,1,0,0,0,1,3,1703
1244,2020-06-14,W.P. Labuan,122,11,115,0,0,0,0,0,0,1,3,71
1245,2020-06-15,Johor,2646,586,2579,3,1,4,0,1,1,5,5,191
1246,2020-06-15,Kedah,1218,170,1183,0,0,0,0,0,0,2,0,896
1247,2020-06-15,Kelantan,1614,217,1541,0,0,0,0,0,0,5,1,934
1248,2020-06-15,Melaka,1091,26,1039,0,2,2,2,3,5,12,2,749
1249,2020-06-15,Negeri Sembilan,1223,430,1205,0,17,17,0,15,15,77,0,694
1250,2020-06-15,Pahang,1669,59,1616,0,0,0,0,0,0,5,1,985
1251,2020-06-15,Perak,2619,323,2549,2,0,2,0,0,0,2,2,1609
1252,2020-06-15,Perlis,508,12,495,0,0,0,0,0,0,0,0,303
1253,2020-06-15,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,723
1254,2020-06-15,Sabah,2554,502,2478,4,2,6,4,0,4,8,16,1384
1255,2020-06-15,Sarawak,2390,736,2327,11,0,11,10,1,11,6,20,1518
1256,2020-06-15,Selangor,887,552,783,2,8,10,4,6,10,102,40,74
1257,2020-06-15,Terengganu,1232,132,1209,2,0,2,0,0,0,1,28,765
1258,2020-06-15,W.P. Kuala Lumpur,3453,106,3252,0,0,0,2,0,2,1,1,1824
1259,2020-06-15,W.P. Labuan,122,11,115,0,0,0,3,0,3,1,0,69
1260,2020-06-16,Johor,2646,586,2579,2,0,2,0,0,0,5,7,192
1261,2020-06-16,Kedah,1218,170,1183,1,0,1,0,0,0,2,0,912
1262,2020-06-16,Kelantan,1614,217,1541,0,0,0,0,0,0,5,1,976
1263,2020-06-16,Melaka,1091,26,1039,0,1,1,0,0,0,13,2,734
1264,2020-06-16,Negeri Sembilan,1223,430,1205,0,1,1,0,4,4,74,0,734
1265,2020-06-16,Pahang,1669,59,1616,1,0,1,1,1,2,4,1,952
1266,2020-06-16,Perak,2619,323,2549,0,0,0,0,0,0,2,2,1658
1267,2020-06-16,Perlis,508,12,495,0,0,0,0,0,0,0,0,326
1268,2020-06-16,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,777
1269,2020-06-16,Sabah,2554,502,2478,4,0,4,6,0,6,8,13,1386
1270,2020-06-16,Sarawak,2390,736,2327,8,3,11,12,0,12,9,20,1565
1271,2020-06-16,Selangor,887,552,783,14,18,32,0,3,3,115,56,80
1272,2020-06-16,Terengganu,1232,132,1209,0,0,0,0,0,0,1,28,764
1273,2020-06-16,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,1,1,1934
1274,2020-06-16,W.P. Labuan,122,11,115,1,0,1,0,0,0,1,1,71
1275,2020-06-17,Johor,2646,586,2579,1,0,1,1,0,1,5,7,206
1276,2020-06-17,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,951
1277,2020-06-17,Kelantan,1591,217,1518,0,0,0,1,0,1,5,0,1010
1278,2020-06-17,Melaka,1091,26,1039,0,0,0,1,2,3,11,1,753
1279,2020-06-17,Negeri Sembilan,1223,430,1205,0,4,4,0,6,6,72,0,736
1280,2020-06-17,Pahang,1669,59,1616,0,0,0,1,2,3,2,0,997
1281,2020-06-17,Perak,2619,323,2549,0,0,0,0,0,0,2,2,1691
1282,2020-06-17,Perlis,508,12,495,0,0,0,0,0,0,0,0,309
1283,2020-06-17,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,808
1284,2020-06-17,Sabah,2554,410,2478,4,2,6,0,0,0,10,17,1379
1285,2020-06-17,Sarawak,2390,449,2327,9,1,10,9,0,9,10,20,1551
1286,2020-06-17,Selangor,887,552,783,7,1,8,5,11,16,105,60,85
1287,2020-06-17,Terengganu,1232,132,1209,0,0,0,0,0,0,1,28,753
1288,2020-06-17,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,1,1,2023
1289,2020-06-17,W.P. Labuan,122,11,115,0,0,0,0,0,0,1,1,74
1290,2020-06-18,Johor,2646,586,2579,1,1,2,1,1,2,6,7,205
1291,2020-06-18,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,928
1292,2020-06-18,Kelantan,1591,217,1518,0,0,0,0,0,0,5,0,977
1293,2020-06-18,Melaka,1091,26,1039,0,0,0,0,0,0,11,1,776
1294,2020-06-18,Negeri Sembilan,1223,430,1205,0,0,0,0,2,2,68,0,769
1295,2020-06-18,Pahang,1669,59,1616,0,0,0,0,0,0,2,0,979
1296,2020-06-18,Perak,2619,323,2549,0,1,1,2,0,2,3,0,1753
1297,2020-06-18,Perlis,508,12,495,0,0,0,0,0,0,0,0,310
1298,2020-06-18,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,822
1299,2020-06-18,Sabah,2554,410,2478,3,1,4,5,0,5,11,15,1495
1300,2020-06-18,Sarawak,2390,449,2327,7,3,10,15,0,15,13,13,1615
1301,2020-06-18,Selangor,887,552,783,8,2,10,4,22,26,93,51,96
1302,2020-06-18,Terengganu,1232,132,1209,0,0,0,0,0,0,1,28,718
1303,2020-06-18,W.P. Kuala Lumpur,3453,106,3252,1,0,1,0,0,0,1,2,2047
1304,2020-06-18,W.P. Labuan,122,11,115,0,0,0,0,0,0,1,1,64
1305,2020-06-19,Johor,2646,586,2579,1,1,2,1,1,2,6,7,207
1306,2020-06-19,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,865
1307,2020-06-19,Kelantan,1454,217,1381,0,0,0,0,0,0,5,0,920
1308,2020-06-19,Melaka,1091,26,1039,0,0,0,0,0,0,11,1,726
1309,2020-06-19,Negeri Sembilan,1223,430,1205,0,0,0,0,5,5,63,0,767
1310,2020-06-19,Pahang,1669,59,1616,0,0,0,0,0,0,2,0,982
1311,2020-06-19,Perak,2619,323,2549,0,0,0,0,0,0,3,0,1710
1312,2020-06-19,Perlis,508,12,495,0,0,0,0,0,0,0,0,328
1313,2020-06-19,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,780
1314,2020-06-19,Sabah,2554,410,2478,3,0,3,4,0,4,11,15,1535
1315,2020-06-19,Sarawak,2390,349,2327,8,0,8,6,2,8,11,13,1605
1316,2020-06-19,Selangor,887,552,783,12,7,19,7,10,17,91,50,96
1317,2020-06-19,Terengganu,1232,132,1209,0,0,0,0,0,0,1,28,754
1318,2020-06-19,W.P. Kuala Lumpur,3453,106,3252,0,0,0,1,0,1,1,0,2052
1319,2020-06-19,W.P. Labuan,122,11,115,0,0,0,1,0,1,1,0,62
1320,2020-06-20,Johor,2646,586,2579,1,0,1,3,0,3,6,5,204
1321,2020-06-20,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,840
1322,2020-06-20,Kelantan,1454,217,1381,0,0,0,0,0,0,5,0,897
1323,2020-06-20,Melaka,1091,26,1039,0,0,0,0,2,2,9,1,706
1324,2020-06-20,Negeri Sembilan,1223,430,1205,0,0,0,0,4,4,60,0,712
1325,2020-06-20,Pahang,1669,59,1616,0,0,0,0,0,0,2,0,996
1326,2020-06-20,Perak,2619,323,2549,0,0,0,0,0,0,3,0,1658
1327,2020-06-20,Perlis,508,12,495,0,0,0,0,0,0,0,0,324
1328,2020-06-20,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,738
1329,2020-06-20,Sabah,2554,410,2478,4,1,5,3,4,7,8,16,1432
1330,2020-06-20,Sarawak,2390,349,2327,8,3,11,8,0,8,15,12,1588
1331,2020-06-20,Selangor,887,552,783,5,3,8,7,9,16,85,52,98
1332,2020-06-20,Terengganu,1232,132,1209,0,0,0,18,0,18,1,10,792
1333,2020-06-20,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,0,0,1903
1334,2020-06-20,W.P. Labuan,122,11,115,0,0,0,1,0,1,1,0,62
1335,2020-06-21,Johor,2646,586,2579,0,0,0,0,0,0,6,5,196
1336,2020-06-21,Kedah,1218,170,1183,0,0,0,1,0,1,2,0,841
1337,2020-06-21,Kelantan,1454,217,1381,0,0,0,0,0,0,5,0,972
1338,2020-06-21,Melaka,1091,26,1039,0,1,1,0,1,1,9,1,660
1339,2020-06-21,Negeri Sembilan,1223,430,1205,0,0,0,0,3,3,57,0,718
1340,2020-06-21,Pahang,1669,59,1616,0,1,1,0,0,0,3,0,996
1341,2020-06-21,Perak,2619,323,2549,0,0,0,0,0,0,3,0,1626
1342,2020-06-21,Perlis,508,12,495,0,0,0,0,0,0,0,0,337
1343,2020-06-21,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,709
1344,2020-06-21,Sabah,2554,410,2478,3,1,4,3,1,4,8,16,1418
1345,2020-06-21,Sarawak,2390,349,2327,9,2,11,7,1,8,16,17,1500
1346,2020-06-21,Selangor,887,552,783,7,4,11,1,3,4,81,57,102
1347,2020-06-21,Terengganu,1232,132,1209,0,0,0,0,0,0,1,10,824
1348,2020-06-21,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,0,0,1818
1349,2020-06-21,W.P. Labuan,122,11,115,0,0,0,0,1,1,0,0,52
1350,2020-06-22,Johor,2646,586,2579,1,1,2,2,2,4,6,4,203
1351,2020-06-22,Kedah,1218,170,1183,0,1,1,0,0,0,3,0,930
1352,2020-06-22,Kelantan,1454,217,1381,0,0,0,0,0,0,5,0,1015
1353,2020-06-22,Melaka,1091,26,1039,0,0,0,0,0,0,9,1,682
1354,2020-06-22,Negeri Sembilan,1223,430,1205,1,7,8,0,2,2,62,1,747
1355,2020-06-22,Pahang,1669,59,1616,0,0,0,0,0,0,3,0,958
1356,2020-06-22,Perak,2619,323,2549,0,0,0,0,0,0,3,0,1625
1357,2020-06-22,Perlis,508,12,495,0,0,0,0,0,0,0,0,335
1358,2020-06-22,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,741
1359,2020-06-22,Sabah,2554,410,2478,2,0,2,3,1,4,7,15,1471
1360,2020-06-22,Sarawak,2390,349,2327,4,1,5,16,0,16,17,6,1518
1361,2020-06-22,Selangor,887,552,783,1,1,2,3,2,5,79,55,108
1362,2020-06-22,Terengganu,1232,132,1209,0,0,0,0,0,0,1,10,876
1363,2020-06-22,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,0,0,1898
1364,2020-06-22,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,52
1365,2020-06-23,Johor,2646,586,2579,0,0,0,0,1,1,5,4,206
1366,2020-06-23,Kedah,1218,170,1183,0,0,0,0,0,0,3,0,954
1367,2020-06-23,Kelantan,1454,217,1381,0,0,0,0,0,0,5,0,1017
1368,2020-06-23,Melaka,1091,26,1039,0,0,0,0,1,1,8,1,703
1369,2020-06-23,Negeri Sembilan,1223,430,1205,0,13,13,0,17,17,57,1,756
1370,2020-06-23,Pahang,1669,59,1616,1,0,1,0,0,0,3,1,943
1371,2020-06-23,Perak,2619,323,2549,0,0,0,0,0,0,3,0,1708
1372,2020-06-23,Perlis,508,12,495,0,0,0,0,0,0,0,0,333
1373,2020-06-23,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,800
1374,2020-06-23,Sabah,2554,410,2478,2,2,4,6,0,6,9,11,1559
1375,2020-06-23,Sarawak,2390,349,2327,11,1,12,6,0,6,18,8,1596
1376,2020-06-23,Selangor,887,552,783,6,0,6,4,6,10,75,58,112
1377,2020-06-23,Terengganu,1232,132,1209,0,0,0,1,0,1,1,9,838
1378,2020-06-23,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,0,0,2050
1379,2020-06-23,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,56
1380,2020-06-24,Johor,2646,586,2579,0,0,0,1,1,2,4,3,211
1381,2020-06-24,Kedah,1218,170,1183,1,0,1,1,0,1,2,1,978
1382,2020-06-24,Kelantan,1454,217,1381,0,0,0,0,2,2,3,0,992
1383,2020-06-24,Melaka,1091,26,1039,0,0,0,0,0,0,8,1,757
1384,2020-06-24,Negeri Sembilan,1223,430,1205,0,0,0,0,4,4,53,1,755
1385,2020-06-24,Pahang,1669,59,1616,0,0,0,1,2,3,1,0,949
1386,2020-06-24,Perak,2619,323,2549,0,0,0,0,0,0,3,0,1743
1387,2020-06-24,Perlis,508,12,495,0,0,0,0,0,0,0,0,322
1388,2020-06-24,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,807
1389,2020-06-24,Sabah,2554,410,2478,2,0,2,2,0,2,9,11,1553
1390,2020-06-24,Sarawak,2390,349,2327,10,1,11,7,0,7,19,12,1603
1391,2020-06-24,Selangor,887,552,783,9,1,10,1,9,10,71,52,112
1392,2020-06-24,Terengganu,1232,132,1209,0,0,0,0,0,0,1,9,835
1393,2020-06-24,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,0,0,2154
1394,2020-06-24,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,57
1395,2020-06-25,Johor,2646,586,2579,1,1,2,1,0,1,6,3,226
1396,2020-06-25,Kedah,1218,170,1183,0,0,0,0,0,0,2,2,961
1397,2020-06-25,Kelantan,1454,217,1381,0,1,1,0,3,3,1,0,1003
1398,2020-06-25,Melaka,1091,26,1039,0,0,0,0,1,1,7,1,761
1399,2020-06-25,Negeri Sembilan,1223,430,1205,0,0,0,0,2,2,51,1,785
1400,2020-06-25,Pahang,1669,59,1616,0,0,0,0,0,0,1,0,1010
1401,2020-06-25,Perak,2619,323,2549,0,0,0,0,2,2,1,0,1692
1402,2020-06-25,Perlis,508,12,495,0,0,0,0,0,0,0,0,324
1403,2020-06-25,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,800
1404,2020-06-25,Sabah,2554,410,2478,4,0,4,1,0,1,8,15,1605
1405,2020-06-25,Sarawak,2390,349,2327,9,0,9,4,2,6,17,17,1587
1406,2020-06-25,Selangor,887,552,783,9,1,10,18,29,47,45,44,129
1407,2020-06-25,Terengganu,1232,132,1209,0,0,0,0,0,0,1,9,785
1408,2020-06-25,W.P. Kuala Lumpur,3453,106,3252,0,0,0,0,0,0,0,0,1731
1409,2020-06-25,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,51
1410,2020-06-26,Johor,2646,586,2579,3,1,4,3,0,3,7,3,213
1411,2020-06-26,Kedah,1218,170,1183,0,0,0,1,0,1,2,1,892
1412,2020-06-26,Kelantan,1454,217,1381,0,0,0,0,0,0,1,0,925
1413,2020-06-26,Melaka,1091,26,1039,0,0,0,1,1,2,6,0,843
1414,2020-06-26,Negeri Sembilan,1223,430,1205,0,0,0,0,13,13,38,1,770
1415,2020-06-26,Pahang,1669,59,1616,0,0,0,0,0,0,1,0,953
1416,2020-06-26,Perak,2619,323,2549,0,0,0,0,0,0,1,0,1721
1417,2020-06-26,Perlis,508,12,495,0,0,0,0,0,0,0,0,322
1418,2020-06-26,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,807
1419,2020-06-26,Sabah,2554,410,2478,7,0,7,4,1,5,8,17,1525
1420,2020-06-26,Sarawak,2390,349,2327,6,0,6,7,0,7,17,15,1594
1421,2020-06-26,Selangor,887,552,783,6,0,6,5,7,12,39,45,146
1422,2020-06-26,Terengganu,1232,132,1209,0,0,0,0,0,0,1,9,786
1423,2020-06-26,W.P. Kuala Lumpur,1570,57,1537,0,0,0,0,0,0,0,0,1054
1424,2020-06-26,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,47
1425,2020-06-27,Johor,2646,586,2579,2,1,3,1,1,2,7,4,215
1426,2020-06-27,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,891
1427,2020-06-27,Kelantan,1454,217,1381,0,0,0,0,0,0,1,0,908
1428,2020-06-27,Melaka,1091,26,1039,0,0,0,0,1,1,5,0,789
1429,2020-06-27,Negeri Sembilan,1223,430,1205,0,1,1,0,4,4,35,1,735
1430,2020-06-27,Pahang,1669,59,1616,0,0,0,0,0,0,1,0,953
1431,2020-06-27,Perak,2619,323,2549,0,0,0,0,0,0,1,0,1573
1432,2020-06-27,Perlis,508,12,495,0,0,0,0,0,0,0,0,317
1433,2020-06-27,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,739
1434,2020-06-27,Sabah,2554,410,2478,0,2,2,5,0,5,11,12,1496
1435,2020-06-27,Sarawak,2390,349,2327,7,0,7,11,0,11,17,11,1462
1436,2020-06-27,Selangor,887,552,783,20,1,21,17,5,22,35,49,165
1437,2020-06-27,Terengganu,1232,132,1209,0,0,0,0,0,0,1,9,827
1438,2020-06-27,W.P. Kuala Lumpur,1570,57,1537,0,0,0,0,0,0,0,0,967
1439,2020-06-27,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,54
1440,2020-06-28,Johor,2646,586,2579,0,0,0,0,1,1,6,4,211
1441,2020-06-28,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,901
1442,2020-06-28,Kelantan,1454,217,1381,0,0,0,0,0,0,1,0,988
1443,2020-06-28,Melaka,1091,26,1039,0,0,0,0,2,2,3,0,776
1444,2020-06-28,Negeri Sembilan,1223,430,1205,0,9,9,0,3,3,41,1,741
1445,2020-06-28,Pahang,1669,59,1616,0,0,0,0,0,0,1,0,928
1446,2020-06-28,Perak,2619,323,2549,0,0,0,0,0,0,1,0,1508
1447,2020-06-28,Perlis,508,12,495,0,0,0,0,0,0,0,0,297
1448,2020-06-28,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,742
1449,2020-06-28,Sabah,2554,410,2478,1,2,3,2,1,3,11,12,1439
1450,2020-06-28,Sarawak,2390,349,2327,9,1,10,4,0,4,17,7,1260
1451,2020-06-28,Selangor,887,552,783,5,2,7,16,3,19,37,37,173
1452,2020-06-28,Terengganu,1232,132,1209,0,0,0,9,1,10,0,0,784
1453,2020-06-28,W.P. Kuala Lumpur,1570,57,1537,0,0,0,0,0,0,0,0,953
1454,2020-06-28,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,54
1455,2020-06-29,Johor,2646,586,2579,0,0,0,0,1,1,5,4,213
1456,2020-06-29,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,924
1457,2020-06-29,Kelantan,1454,217,1381,0,0,0,0,0,0,1,0,985
1458,2020-06-29,Melaka,1091,26,1039,0,0,0,0,1,1,2,0,795
1459,2020-06-29,Negeri Sembilan,1223,430,1205,0,0,0,0,7,7,34,1,747
1460,2020-06-29,Pahang,1669,59,1616,0,0,0,0,0,0,1,0,942
1461,2020-06-29,Perak,2619,323,2549,0,0,0,0,1,1,0,0,1542
1462,2020-06-29,Perlis,508,12,495,0,0,0,0,0,0,0,0,300
1463,2020-06-29,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,739
1464,2020-06-29,Sabah,2554,410,2478,1,1,2,3,0,3,11,10,1481
1465,2020-06-29,Sarawak,2390,349,2327,5,1,6,12,0,12,19,16,1486
1466,2020-06-29,Selangor,887,552,783,5,3,8,9,4,13,33,35,190
1467,2020-06-29,Terengganu,1232,132,1209,0,0,0,0,0,0,0,0,799
1468,2020-06-29,W.P. Kuala Lumpur,2647,87,2614,1,0,1,0,0,0,0,1,1612
1469,2020-06-29,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,55
1470,2020-06-30,Johor,2646,586,2579,0,0,0,0,0,0,5,4,219
1471,2020-06-30,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,929
1472,2020-06-30,Kelantan,1454,217,1381,0,0,0,0,0,0,1,0,1008
1473,2020-06-30,Melaka,1091,26,1039,1,0,1,0,1,1,1,1,848
1474,2020-06-30,Negeri Sembilan,1223,430,1205,0,0,0,0,1,1,33,1,786
1475,2020-06-30,Pahang,1669,59,1616,0,0,0,0,0,0,1,0,977
1476,2020-06-30,Perak,2619,323,2549,0,0,0,0,0,0,0,0,1578
1477,2020-06-30,Perlis,508,12,495,0,0,0,0,0,0,0,0,300
1478,2020-06-30,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,854
1479,2020-06-30,Sabah,2554,410,2478,5,1,6,2,2,4,10,13,1576
1480,2020-06-30,Sarawak,2390,349,2327,7,0,7,11,1,12,17,14,1519
1481,2020-06-30,Selangor,887,552,783,6,0,6,13,12,25,21,33,209
1482,2020-06-30,Terengganu,1232,132,1209,0,0,0,0,0,0,0,0,835
1483,2020-06-30,W.P. Kuala Lumpur,2647,87,2510,0,0,0,0,0,0,0,1,1639
1484,2020-06-30,W.P. Labuan,122,11,115,0,0,0,0,0,0,0,0,65
1485,2020-07-01,Johor,2646,586,2579,0,0,0,0,1,1,4,1,228
1486,2020-07-01,Kedah,1218,170,1183,0,0,0,0,0,0,2,1,960
1487,2020-07-01,Kelantan,1454,217,1381,0,0,0,0,1,1,0,0,1023
1488,2020-07-01,Melaka,1091,26,1039,0,0,0,0,0,0,1,1,868
1489,2020-07-01,Negeri Sembilan,1223,430,1205,0,0,0,0,0,0,33,1,813
1490,2020-07-01,Pahang,1669,59,1616,0,0,0,0,1,1,0,0,950
1491,2020-07-01,Perak,2619,323,2549,0,0,0,0,0,0,0,0,1720
1492,2020-07-01,Perlis,508,12,495,0,0,0,0,0,0,0,0,292
1493,2020-07-01,Pulau Pinang,1158,22,1124,0,0,0,0,0,0,0,0,888
1494,2020-07-01,Sabah,2554,410,2478,2,1,3,4,2,6,9,12,1579
1495,2020-07-01,Sarawak,2390,349,2327,5,0,5,11,6,17,11,9,1538
1496,2020-07-01,Selangor,887,552,783,3,2,5,12,8,20,13,32,221
